today,good
hawaii,work,
hawaii,take
hawaii,care
hawaii,gardening
hawaii,thing
hawaii,like
hawaii,that's
hawaii,actually
hawaii,uh
hawaii,therapeutic
hawaii,know
best,actually
best,um,
best,relaxation
best,um
best,i'm
best,currently
best,um,
best,living
best,mom
best,mother
best,uh
best,senior
best,citizen
best,alone
best,um
best,uh
best,relaxation
best,relieve
best,stress
best,actually
best,help
best,help
best,yard
best,work,
best,take
best,care
best,gardening
best,thing
best,like
best,that's
best,actually
best,uh
best,therapeutic
best,know
i've,actually
i've,um,
i've,relaxation
i've,um
i've,i'm
i've,currently
i've,um,
i've,living
i've,mom
i've,mother
i've,uh
i've,senior
i've,citizen
i've,alone
i've,um
i've,uh
i've,relaxation
i've,relieve
i've,stress
i've,actually
i've,help
i've,help
i've,yard
i've,work,
i've,take
i've,care
i've,gardening
i've,thing
i've,like
i've,that's
i've,actually
i've,uh
i've,therapeutic
i've,know
got,actually
got,um,
got,relaxation
got,um
got,i'm
got,currently
got,um,
got,living
got,mom
got,mother
got,uh
got,senior
got,citizen
got,alone
got,um
got,uh
got,relaxation
got,relieve
got,stress
got,actually
got,help
got,help
got,yard
got,work,
got,take
got,care
got,gardening
got,thing
got,like
got,that's
got,actually
got,uh
got,therapeutic
got,know
relax,actually
relax,um,
relax,relaxation
relax,um
relax,i'm
relax,currently
relax,um,
relax,living
relax,mom
relax,mother
relax,uh
relax,senior
relax,citizen
relax,alone
relax,um
relax,uh
relax,relaxation
relax,relieve
relax,stress
relax,actually
relax,help
relax,help
relax,yard
relax,work,
relax,take
relax,care
relax,gardening
relax,thing
relax,like
relax,that's
relax,actually
relax,uh
relax,therapeutic
relax,know
actually,controlling
actually,temper
um,,controlling
um,,temper
relaxation,controlling
relaxation,temper
um,controlling
um,temper
i'm,controlling
i'm,temper
currently,controlling
currently,temper
um,,controlling
um,,temper
living,controlling
living,temper
mom,controlling
mom,temper
mother,controlling
mother,temper
uh,controlling
uh,temper
senior,controlling
senior,temper
citizen,controlling
citizen,temper
alone,controlling
alone,temper
um,controlling
um,temper
uh,controlling
uh,temper
relaxation,controlling
relaxation,temper
relieve,controlling
relieve,temper
stress,controlling
stress,temper
actually,controlling
actually,temper
help,controlling
help,temper
help,controlling
help,temper
yard,controlling
yard,temper
work,,controlling
work,,temper
take,controlling
take,temper
care,controlling
care,temper
gardening,controlling
gardening,temper
thing,controlling
thing,temper
like,controlling
like,temper
that's,controlling
that's,temper
actually,controlling
actually,temper
uh,controlling
uh,temper
therapeutic,controlling
therapeutic,temper
know,controlling
know,temper
controlling,um
controlling,i'm
controlling,um,
controlling,i'm
controlling,a,
controlling,short-fused
controlling,kinda
controlling,person
controlling,take
controlling,lot
controlling,get
controlling,really
controlling,angry
controlling,far
controlling,um
controlling,temper's
controlling,concerned,
controlling,there's
controlling,there's
controlling,much
temper,um
temper,i'm
temper,um,
temper,i'm
temper,a,
temper,short-fused
temper,kinda
temper,person
temper,take
temper,lot
temper,get
temper,really
temper,angry
temper,far
temper,um
temper,temper's
temper,concerned,
temper,there's
temper,there's
temper,much
um,last
um,time
um,argued
um,someone
i'm,last
i'm,time
i'm,argued
i'm,someone
um,,last
um,,time
um,,argued
um,,someone
i'm,last
i'm,time
i'm,argued
i'm,someone
a,,last
a,,time
a,,argued
a,,someone
short-fused,last
short-fused,time
short-fused,argued
short-fused,someone
kinda,last
kinda,time
kinda,argued
kinda,someone
person,last
person,time
person,argued
person,someone
take,last
take,time
take,argued
take,someone
lot,last
lot,time
lot,argued
lot,someone
get,last
get,time
get,argued
get,someone
really,last
really,time
really,argued
really,someone
angry,last
angry,time
angry,argued
angry,someone
far,last
far,time
far,argued
far,someone
um,last
um,time
um,argued
um,someone
temper's,last
temper's,time
temper's,argued
temper's,someone
concerned,,last
concerned,,time
concerned,,argued
concerned,,someone
there's,last
there's,time
there's,argued
there's,someone
there's,last
there's,time
there's,argued
there's,someone
much,last
much,time
much,argued
much,someone
last,um,
last,i'm
last,trying
last,think
last,*sigh*
last,can't
last,recall
last,last
last,time
last,probably
last,last
last,year
last,sometime
last,um
last,creditor
last,dealing
last,um,
last,difficult
last,work
last,um,
last,owed
last,money
last,far
last,um
last,medical
last,expense
last,incurred
last,heart
last,attack
last,year
last,ago
last,uh,
last,understanding
last,situation
last,uh
last,really
last,got
last,little
last,upset
last,because,
last,um
last,felt
last,like
last,honest
last,willing
last,take
last,care
last,issue
last,uh
last,playing
last,hardball
last,care
time,um,
time,i'm
time,trying
time,think
time,*sigh*
time,can't
time,recall
time,last
time,time
time,probably
time,last
time,year
time,sometime
time,um
time,creditor
time,dealing
time,um,
time,difficult
time,work
time,um,
time,owed
time,money
time,far
time,um
time,medical
time,expense
time,incurred
time,heart
time,attack
time,year
time,ago
time,uh,
time,understanding
time,situation
time,uh
time,really
time,got
time,little
time,upset
time,because,
time,um
time,felt
time,like
time,honest
time,willing
time,take
time,care
time,issue
time,uh
time,playing
time,hardball
time,care
argued,um,
argued,i'm
argued,trying
argued,think
argued,*sigh*
argued,can't
argued,recall
argued,last
argued,time
argued,probably
argued,last
argued,year
argued,sometime
argued,um
argued,creditor
argued,dealing
argued,um,
argued,difficult
argued,work
argued,um,
argued,owed
argued,money
argued,far
argued,um
argued,medical
argued,expense
argued,incurred
argued,heart
argued,attack
argued,year
argued,ago
argued,uh,
argued,understanding
argued,situation
argued,uh
argued,really
argued,got
argued,little
argued,upset
argued,because,
argued,um
argued,felt
argued,like
argued,honest
argued,willing
argued,take
argued,care
argued,issue
argued,uh
argued,playing
argued,hardball
argued,care
someone,um,
someone,i'm
someone,trying
someone,think
someone,*sigh*
someone,can't
someone,recall
someone,last
someone,time
someone,probably
someone,last
someone,year
someone,sometime
someone,um
someone,creditor
someone,dealing
someone,um,
someone,difficult
someone,work
someone,um,
someone,owed
someone,money
someone,far
someone,um
someone,medical
someone,expense
someone,incurred
someone,heart
someone,attack
someone,year
someone,ago
someone,uh,
someone,understanding
someone,situation
someone,uh
someone,really
someone,got
someone,little
someone,upset
someone,because,
someone,um
someone,felt
someone,like
someone,honest
someone,willing
someone,take
someone,care
someone,issue
someone,uh
someone,playing
someone,hardball
someone,care
um,,suck
i'm,suck
trying,suck
think,suck
*sigh*,suck
can't,suck
recall,suck
last,suck
time,suck
probably,suck
last,suck
year,suck
sometime,suck
um,suck
creditor,suck
dealing,suck
um,,suck
difficult,suck
work,suck
um,,suck
owed,suck
money,suck
far,suck
um,suck
medical,suck
expense,suck
incurred,suck
heart,suck
attack,suck
year,suck
ago,suck
uh,,suck
understanding,suck
situation,suck
uh,suck
really,suck
got,suck
little,suck
upset,suck
because,,suck
um,suck
felt,suck
like,suck
honest,suck
willing,suck
take,suck
care,suck
issue,suck
uh,suck
playing,suck
hardball,suck
care,suck
suck,*laughter*
*laughter*,tell
*laughter*,hardest
*laughter*,decision
*laughter*,ever
*laughter*,make
tell,probably
tell,hardest
tell,decision
tell,ever
tell,make
tell,um,
tell,life
tell,death
tell,situation
tell,stepfather
tell,battling
tell,uh
tell,prostate
tell,cancer
tell,and,
tell,yeah
tell,uh
tell,making
tell,decision
tell,mother
tell,whether
tell,proceed
tell,procedure
tell,gonna
tell,either
tell,um
tell,help
tell,slight
tell,chance
tell,gonna
tell,help
tell,even
tell,though
tell,pretty
tell,terminal
tell,point,
tell,would
tell,would
tell,kill
tell,know,
tell,um
tell,really
tell,tough
tell,really
tell,tough
tell,decision
tell,make
tell,uh
tell,uh
tell,know
tell,i,
tell,felt
tell,like
tell,try
tell,see
tell,could
tell,save
tell,life
tell,help
tell,save
tell,life
tell,take
tell,chance
tell,take
tell,extra
tell,step
tell,would
tell,regret
tell,long
tell,run
hardest,probably
hardest,hardest
hardest,decision
hardest,ever
hardest,make
hardest,um,
hardest,life
hardest,death
hardest,situation
hardest,stepfather
hardest,battling
hardest,uh
hardest,prostate
hardest,cancer
hardest,and,
hardest,yeah
hardest,uh
hardest,making
hardest,decision
hardest,mother
hardest,whether
hardest,proceed
hardest,procedure
hardest,gonna
hardest,either
hardest,um
hardest,help
hardest,slight
hardest,chance
hardest,gonna
hardest,help
hardest,even
hardest,though
hardest,pretty
hardest,terminal
hardest,point,
hardest,would
hardest,would
hardest,kill
hardest,know,
hardest,um
hardest,really
hardest,tough
hardest,really
hardest,tough
hardest,decision
hardest,make
hardest,uh
hardest,uh
hardest,know
hardest,i,
hardest,felt
hardest,like
hardest,try
hardest,see
hardest,could
hardest,save
hardest,life
hardest,help
hardest,save
hardest,life
hardest,take
hardest,chance
hardest,take
hardest,extra
hardest,step
hardest,would
hardest,regret
hardest,long
hardest,run
decision,probably
decision,hardest
decision,decision
decision,ever
decision,make
decision,um,
decision,life
decision,death
decision,situation
decision,stepfather
decision,battling
decision,uh
decision,prostate
decision,cancer
decision,and,
decision,yeah
decision,uh
decision,making
decision,decision
decision,mother
decision,whether
decision,proceed
decision,procedure
decision,gonna
decision,either
decision,um
decision,help
decision,slight
decision,chance
decision,gonna
decision,help
decision,even
decision,though
decision,pretty
decision,terminal
decision,point,
decision,would
decision,would
decision,kill
decision,know,
decision,um
decision,really
decision,tough
decision,really
decision,tough
decision,decision
decision,make
decision,uh
decision,uh
decision,know
decision,i,
decision,felt
decision,like
decision,try
decision,see
decision,could
decision,save
decision,life
decision,help
decision,save
decision,life
decision,take
decision,chance
decision,take
decision,extra
decision,step
decision,would
decision,regret
decision,long
decision,run
ever,probably
ever,hardest
ever,decision
ever,ever
ever,make
ever,um,
ever,life
ever,death
ever,situation
ever,stepfather
ever,battling
ever,uh
ever,prostate
ever,cancer
ever,and,
ever,yeah
ever,uh
ever,making
ever,decision
ever,mother
ever,whether
ever,proceed
ever,procedure
ever,gonna
ever,either
ever,um
ever,help
ever,slight
ever,chance
ever,gonna
ever,help
ever,even
ever,though
ever,pretty
ever,terminal
ever,point,
ever,would
ever,would
ever,kill
ever,know,
ever,um
ever,really
ever,tough
ever,really
ever,tough
ever,decision
ever,make
ever,uh
ever,uh
ever,know
ever,i,
ever,felt
ever,like
ever,try
ever,see
ever,could
ever,save
ever,life
ever,help
ever,save
ever,life
ever,take
ever,chance
ever,take
ever,extra
ever,step
ever,would
ever,regret
ever,long
ever,run
make,probably
make,hardest
make,decision
make,ever
make,make
make,um,
make,life
make,death
make,situation
make,stepfather
make,battling
make,uh
make,prostate
make,cancer
make,and,
make,yeah
make,uh
make,making
make,decision
make,mother
make,whether
make,proceed
make,procedure
make,gonna
make,either
make,um
make,help
make,slight
make,chance
make,gonna
make,help
make,even
make,though
make,pretty
make,terminal
make,point,
make,would
make,would
make,kill
make,know,
make,um
make,really
make,tough
make,really
make,tough
make,decision
make,make
make,uh
make,uh
make,know
make,i,
make,felt
make,like
make,try
make,see
make,could
make,save
make,life
make,help
make,save
make,life
make,take
make,chance
make,take
make,extra
make,step
make,would
make,regret
make,long
make,run
probably,sound
probably,really
probably,hard
hardest,sound
hardest,really
hardest,hard
decision,sound
decision,really
decision,hard
ever,sound
ever,really
ever,hard
make,sound
make,really
make,hard
um,,sound
um,,really
um,,hard
life,sound
life,really
life,hard
death,sound
death,really
death,hard
situation,sound
situation,really
situation,hard
stepfather,sound
stepfather,really
stepfather,hard
battling,sound
battling,really
battling,hard
uh,sound
uh,really
uh,hard
prostate,sound
prostate,really
prostate,hard
cancer,sound
cancer,really
cancer,hard
and,,sound
and,,really
and,,hard
yeah,sound
yeah,really
yeah,hard
uh,sound
uh,really
uh,hard
making,sound
making,really
making,hard
decision,sound
decision,really
decision,hard
mother,sound
mother,really
mother,hard
whether,sound
whether,really
whether,hard
proceed,sound
proceed,really
proceed,hard
procedure,sound
procedure,really
procedure,hard
gonna,sound
gonna,really
gonna,hard
either,sound
either,really
either,hard
um,sound
um,really
um,hard
help,sound
help,really
help,hard
slight,sound
slight,really
slight,hard
chance,sound
chance,really
chance,hard
gonna,sound
gonna,really
gonna,hard
help,sound
help,really
help,hard
even,sound
even,really
even,hard
though,sound
though,really
though,hard
pretty,sound
pretty,really
pretty,hard
terminal,sound
terminal,really
terminal,hard
point,,sound
point,,really
point,,hard
would,sound
would,really
would,hard
would,sound
would,really
would,hard
kill,sound
kill,really
kill,hard
know,,sound
know,,really
know,,hard
um,sound
um,really
um,hard
really,sound
really,really
really,hard
tough,sound
tough,really
tough,hard
really,sound
really,really
really,hard
tough,sound
tough,really
tough,hard
decision,sound
decision,really
decision,hard
make,sound
make,really
make,hard
uh,sound
uh,really
uh,hard
uh,sound
uh,really
uh,hard
know,sound
know,really
know,hard
i,,sound
i,,really
i,,hard
felt,sound
felt,really
felt,hard
like,sound
like,really
like,hard
try,sound
try,really
try,hard
see,sound
see,really
see,hard
could,sound
could,really
could,hard
save,sound
save,really
save,hard
life,sound
life,really
life,hard
help,sound
help,really
help,hard
save,sound
save,really
save,hard
life,sound
life,really
life,hard
take,sound
take,really
take,hard
chance,sound
chance,really
chance,hard
take,sound
take,really
take,hard
extra,sound
extra,really
extra,hard
step,sound
step,really
step,hard
would,sound
would,really
would,hard
regret,sound
regret,really
regret,hard
long,sound
long,really
long,hard
run,sound
run,really
run,hard
sound,is,
really,is,
hard,is,
is,,tell
is,,relationship
is,,family
tell,um,
tell,well
tell,right
tell,um
tell,i'm
tell,separated
tell,wife
tell,uh
tell,issue
tell,issue
tell,divorced
tell,we're
tell,separated,
tell,um
tell,still
tell,relationship
tell,still
tell,speak
tell,live
tell,together,
tell,relationship
tell,mother's
tell,really
tell,great
tell,know
tell,um
tell,understanding
tell,i'm
tell,child
tell,so,
tell,like
tell,around
tell,good
tell,late
tell,later
tell,stage
tell,life
tell,eighty
tell,two
tell,year
tell,old
relationship,um,
relationship,well
relationship,right
relationship,um
relationship,i'm
relationship,separated
relationship,wife
relationship,uh
relationship,issue
relationship,issue
relationship,divorced
relationship,we're
relationship,separated,
relationship,um
relationship,still
relationship,relationship
relationship,still
relationship,speak
relationship,live
relationship,together,
relationship,relationship
relationship,mother's
relationship,really
relationship,great
relationship,know
relationship,um
relationship,understanding
relationship,i'm
relationship,child
relationship,so,
relationship,like
relationship,around
relationship,good
relationship,late
relationship,later
relationship,stage
relationship,life
relationship,eighty
relationship,two
relationship,year
relationship,old
family,um,
family,well
family,right
family,um
family,i'm
family,separated
family,wife
family,uh
family,issue
family,issue
family,divorced
family,we're
family,separated,
family,um
family,still
family,relationship
family,still
family,speak
family,live
family,together,
family,relationship
family,mother's
family,really
family,great
family,know
family,um
family,understanding
family,i'm
family,child
family,so,
family,like
family,around
family,good
family,late
family,later
family,stage
family,life
family,eighty
family,two
family,year
family,old
um,,wow
well,wow
right,wow
um,wow
i'm,wow
separated,wow
wife,wow
uh,wow
issue,wow
issue,wow
divorced,wow
we're,wow
separated,,wow
um,wow
still,wow
relationship,wow
still,wow
speak,wow
live,wow
together,,wow
relationship,wow
mother's,wow
really,wow
great,wow
know,wow
um,wow
understanding,wow
i'm,wow
child,wow
so,,wow
like,wow
around,wow
good,wow
late,wow
later,wow
stage,wow
life,wow
eighty,wow
two,wow
year,wow
old,wow
wow,and,
wow,need
wow,to,
wow,uh
wow,guess
wow,good
wow,way
wow,maybe
wow,fate
wow,taken
wow,place
wow,know
wow,eh,
wow,someone
wow,eighty
wow,two
wow,year
wow,old
wow,huge
wow,house
wow,good
wow,thing
wow,think
wow,feel
wow,there's
wow,comfort
wow,level
wow,feel
wow,especially
wow,child
and,,what's
and,,something
and,,feel
and,,guilty
need,what's
need,something
need,feel
need,guilty
to,,what's
to,,something
to,,feel
to,,guilty
uh,what's
uh,something
uh,feel
uh,guilty
guess,what's
guess,something
guess,feel
guess,guilty
good,what's
good,something
good,feel
good,guilty
way,what's
way,something
way,feel
way,guilty
maybe,what's
maybe,something
maybe,feel
maybe,guilty
fate,what's
fate,something
fate,feel
fate,guilty
taken,what's
taken,something
taken,feel
taken,guilty
place,what's
place,something
place,feel
place,guilty
know,what's
know,something
know,feel
know,guilty
eh,,what's
eh,,something
eh,,feel
eh,,guilty
someone,what's
someone,something
someone,feel
someone,guilty
eighty,what's
eighty,something
eighty,feel
eighty,guilty
two,what's
two,something
two,feel
two,guilty
year,what's
year,something
year,feel
year,guilty
old,what's
old,something
old,feel
old,guilty
huge,what's
huge,something
huge,feel
huge,guilty
house,what's
house,something
house,feel
house,guilty
good,what's
good,something
good,feel
good,guilty
thing,what's
thing,something
thing,feel
thing,guilty
think,what's
think,something
think,feel
think,guilty
feel,what's
feel,something
feel,feel
feel,guilty
there's,what's
there's,something
there's,feel
there's,guilty
comfort,what's
comfort,something
comfort,feel
comfort,guilty
level,what's
level,something
level,feel
level,guilty
feel,what's
feel,something
feel,feel
feel,guilty
especially,what's
especially,something
especially,feel
especially,guilty
child,what's
child,something
child,feel
child,guilty
what's,probably
what's,guilty
what's,feel
what's,anything
what's,thing
what's,hurt
what's,marriage,
what's,um
what's,far
what's,um,
what's,thing
what's,selfish
what's,thing
what's,much
what's,younger
what's,um
what's,obviously
what's,affected
what's,relationship
what's,wife
something,probably
something,guilty
something,feel
something,anything
something,thing
something,hurt
something,marriage,
something,um
something,far
something,um,
something,thing
something,selfish
something,thing
something,much
something,younger
something,um
something,obviously
something,affected
something,relationship
something,wife
feel,probably
feel,guilty
feel,feel
feel,anything
feel,thing
feel,hurt
feel,marriage,
feel,um
feel,far
feel,um,
feel,thing
feel,selfish
feel,thing
feel,much
feel,younger
feel,um
feel,obviously
feel,affected
feel,relationship
feel,wife
guilty,probably
guilty,guilty
guilty,feel
guilty,anything
guilty,thing
guilty,hurt
guilty,marriage,
guilty,um
guilty,far
guilty,um,
guilty,thing
guilty,selfish
guilty,thing
guilty,much
guilty,younger
guilty,um
guilty,obviously
guilty,affected
guilty,relationship
guilty,wife
probably,give
probably,example
guilty,give
guilty,example
feel,give
feel,example
anything,give
anything,example
thing,give
thing,example
hurt,give
hurt,example
marriage,,give
marriage,,example
um,give
um,example
far,give
far,example
um,,give
um,,example
thing,give
thing,example
selfish,give
selfish,example
thing,give
thing,example
much,give
much,example
younger,give
younger,example
um,give
um,example
obviously,give
obviously,example
affected,give
affected,example
relationship,give
relationship,example
wife,give
wife,example
give,uh
give,yeah
give,um,
give,got
give,caught
give,situation
give,where,
give,um
give,working
give,tremendous
give,amount
give,hour
give,lotta
give,stress
give,wife
give,also
give,working
give,lotta
give,hour
give,job
give,uh
give,growing
give,apart,
give,um
give,away
give,form
give,release
give,go
give,uh
give,casino
give,gamble
give,so,
give,know
give,spent
give,lot
give,time
give,casino
give,eventually
give,happened
give,spent
give,lot
give,money,
give,obviously
give,major
give,issue
give,regarding
give,relationship,
give,trust
give,um,
give,devastating
give,wife
example,uh
example,yeah
example,um,
example,got
example,caught
example,situation
example,where,
example,um
example,working
example,tremendous
example,amount
example,hour
example,lotta
example,stress
example,wife
example,also
example,working
example,lotta
example,hour
example,job
example,uh
example,growing
example,apart,
example,um
example,away
example,form
example,release
example,go
example,uh
example,casino
example,gamble
example,so,
example,know
example,spent
example,lot
example,time
example,casino
example,eventually
example,happened
example,spent
example,lot
example,money,
example,obviously
example,major
example,issue
example,regarding
example,relationship,
example,trust
example,um,
example,devastating
example,wife
uh,feel
uh,moment
yeah,feel
yeah,moment
um,,feel
um,,moment
got,feel
got,moment
caught,feel
caught,moment
situation,feel
situation,moment
where,,feel
where,,moment
um,feel
um,moment
working,feel
working,moment
tremendous,feel
tremendous,moment
amount,feel
amount,moment
hour,feel
hour,moment
lotta,feel
lotta,moment
stress,feel
stress,moment
wife,feel
wife,moment
also,feel
also,moment
working,feel
working,moment
lotta,feel
lotta,moment
hour,feel
hour,moment
job,feel
job,moment
uh,feel
uh,moment
growing,feel
growing,moment
apart,,feel
apart,,moment
um,feel
um,moment
away,feel
away,moment
form,feel
form,moment
release,feel
release,moment
go,feel
go,moment
uh,feel
uh,moment
casino,feel
casino,moment
gamble,feel
gamble,moment
so,,feel
so,,moment
know,feel
know,moment
spent,feel
spent,moment
lot,feel
lot,moment
time,feel
time,moment
casino,feel
casino,moment
eventually,feel
eventually,moment
happened,feel
happened,moment
spent,feel
spent,moment
lot,feel
lot,moment
money,,feel
money,,moment
obviously,feel
obviously,moment
major,feel
major,moment
issue,feel
issue,moment
regarding,feel
regarding,moment
relationship,,feel
relationship,,moment
trust,feel
trust,moment
um,,feel
um,,moment
devastating,feel
devastating,moment
wife,feel
wife,moment
feel,felt
feel,uh
feel,came
feel,light,
feel,um
feel,felt
feel,guilty,
feel,felt
feel,le
feel,human
feel,point
feel,life
moment,felt
moment,uh
moment,came
moment,light,
moment,um
moment,felt
moment,guilty,
moment,felt
moment,le
moment,human
moment,point
moment,life
felt,ever
felt,diagnosed
felt,ptsd
uh,ever
uh,diagnosed
uh,ptsd
came,ever
came,diagnosed
came,ptsd
light,,ever
light,,diagnosed
light,,ptsd
um,ever
um,diagnosed
um,ptsd
felt,ever
felt,diagnosed
felt,ptsd
guilty,,ever
guilty,,diagnosed
guilty,,ptsd
felt,ever
felt,diagnosed
felt,ptsd
le,ever
le,diagnosed
le,ptsd
human,ever
human,diagnosed
human,ptsd
point,ever
point,diagnosed
point,ptsd
life,ever
life,diagnosed
life,ptsd
diagnosed,really
depression,really
really,easy
really,get
really,good
really,night's
really,sleep
easy,problem
easy,sleeping
easy,that's
easy,ever
easy,recall
easy,problem
easy,sleeping
get,problem
get,sleeping
get,that's
get,ever
get,recall
get,problem
get,sleeping
good,problem
good,sleeping
good,that's
good,ever
good,recall
good,problem
good,sleeping
night's,problem
night's,sleeping
night's,that's
night's,ever
night's,recall
night's,problem
night's,sleeping
sleep,problem
sleep,sleeping
sleep,that's
sleep,ever
sleep,recall
sleep,problem
sleep,sleeping
problem,feel
sleeping,feel
that's,feel
ever,feel
recall,feel
problem,feel
sleeping,feel
feel,no,
no,,noticed
no,,change
no,,behavior
no,,thought
no,,lately
noticed,uh
noticed,well
noticed,thing
noticed,could
noticed,say
noticed,um,
noticed,heart
noticed,attack
noticed,year
noticed,ago,
noticed,um
noticed,let
noticed,find
noticed,letting
noticed,small
noticed,detail
noticed,small
noticed,thing
noticed,life
noticed,bother
noticed,much
noticed,before,
noticed,tend
noticed,little
noticed,bit
noticed,easygoing
noticed,friend
noticed,family
noticed,noticed
change,uh
change,well
change,thing
change,could
change,say
change,um,
change,heart
change,attack
change,year
change,ago,
change,um
change,let
change,find
change,letting
change,small
change,detail
change,small
change,thing
change,life
change,bother
change,much
change,before,
change,tend
change,little
change,bit
change,easygoing
change,friend
change,family
change,noticed
behavior,uh
behavior,well
behavior,thing
behavior,could
behavior,say
behavior,um,
behavior,heart
behavior,attack
behavior,year
behavior,ago,
behavior,um
behavior,let
behavior,find
behavior,letting
behavior,small
behavior,detail
behavior,small
behavior,thing
behavior,life
behavior,bother
behavior,much
behavior,before,
behavior,tend
behavior,little
behavior,bit
behavior,easygoing
behavior,friend
behavior,family
behavior,noticed
thought,uh
thought,well
thought,thing
thought,could
thought,say
thought,um,
thought,heart
thought,attack
thought,year
thought,ago,
thought,um
thought,let
thought,find
thought,letting
thought,small
thought,detail
thought,small
thought,thing
thought,life
thought,bother
thought,much
thought,before,
thought,tend
thought,little
thought,bit
thought,easygoing
thought,friend
thought,family
thought,noticed
lately,uh
lately,well
lately,thing
lately,could
lately,say
lately,um,
lately,heart
lately,attack
lately,year
lately,ago,
lately,um
lately,let
lately,find
lately,letting
lately,small
lately,detail
lately,small
lately,thing
lately,life
lately,bother
lately,much
lately,before,
lately,tend
lately,little
lately,bit
lately,easygoing
lately,friend
lately,family
lately,noticed
uh,tell
uh,last
uh,time
uh,felt
uh,really
uh,happy
well,tell
well,last
well,time
well,felt
well,really
well,happy
thing,tell
thing,last
thing,time
thing,felt
thing,really
thing,happy
could,tell
could,last
could,time
could,felt
could,really
could,happy
say,tell
say,last
say,time
say,felt
say,really
say,happy
um,,tell
um,,last
um,,time
um,,felt
um,,really
um,,happy
heart,tell
heart,last
heart,time
heart,felt
heart,really
heart,happy
attack,tell
attack,last
attack,time
attack,felt
attack,really
attack,happy
year,tell
year,last
year,time
year,felt
year,really
year,happy
ago,,tell
ago,,last
ago,,time
ago,,felt
ago,,really
ago,,happy
um,tell
um,last
um,time
um,felt
um,really
um,happy
let,tell
let,last
let,time
let,felt
let,really
let,happy
find,tell
find,last
find,time
find,felt
find,really
find,happy
letting,tell
letting,last
letting,time
letting,felt
letting,really
letting,happy
small,tell
small,last
small,time
small,felt
small,really
small,happy
detail,tell
detail,last
detail,time
detail,felt
detail,really
detail,happy
small,tell
small,last
small,time
small,felt
small,really
small,happy
thing,tell
thing,last
thing,time
thing,felt
thing,really
thing,happy
life,tell
life,last
life,time
life,felt
life,really
life,happy
bother,tell
bother,last
bother,time
bother,felt
bother,really
bother,happy
much,tell
much,last
much,time
much,felt
much,really
much,happy
before,,tell
before,,last
before,,time
before,,felt
before,,really
before,,happy
tend,tell
tend,last
tend,time
tend,felt
tend,really
tend,happy
little,tell
little,last
little,time
little,felt
little,really
little,happy
bit,tell
bit,last
bit,time
bit,felt
bit,really
bit,happy
easygoing,tell
easygoing,last
easygoing,time
easygoing,felt
easygoing,really
easygoing,happy
friend,tell
friend,last
friend,time
friend,felt
friend,really
friend,happy
family,tell
family,last
family,time
family,felt
family,really
family,happy
noticed,tell
noticed,last
noticed,time
noticed,felt
noticed,really
noticed,happy
tell,last
tell,time
tell,felt
tell,really
tell,happy,
tell,um,
tell,probably
tell,when,
tell,visit
tell,cardiologist
tell,heart
tell,attack,
tell,um,
tell,basically
tell,said
tell,many
tell,test
tell,many
tell,uh
tell,month
tell,uh
tell,rehabilitation
tell,that,
tell,happy
tell,explain
tell,scar
tell,tissue,
tell,major
tell,scar
tell,tissue
tell,occurred
tell,heart
tell,heart
tell,heart
tell,attack,
tell,um
tell,could
tell,count
tell,living
tell,pretty
tell,much
tell,normal
tell,life
tell,long
tell,watched
tell,diet
tell,took
tell,medication
last,last
last,time
last,felt
last,really
last,happy,
last,um,
last,probably
last,when,
last,visit
last,cardiologist
last,heart
last,attack,
last,um,
last,basically
last,said
last,many
last,test
last,many
last,uh
last,month
last,uh
last,rehabilitation
last,that,
last,happy
last,explain
last,scar
last,tissue,
last,major
last,scar
last,tissue
last,occurred
last,heart
last,heart
last,heart
last,attack,
last,um
last,could
last,count
last,living
last,pretty
last,much
last,normal
last,life
last,long
last,watched
last,diet
last,took
last,medication
time,last
time,time
time,felt
time,really
time,happy,
time,um,
time,probably
time,when,
time,visit
time,cardiologist
time,heart
time,attack,
time,um,
time,basically
time,said
time,many
time,test
time,many
time,uh
time,month
time,uh
time,rehabilitation
time,that,
time,happy
time,explain
time,scar
time,tissue,
time,major
time,scar
time,tissue
time,occurred
time,heart
time,heart
time,heart
time,attack,
time,um
time,could
time,count
time,living
time,pretty
time,much
time,normal
time,life
time,long
time,watched
time,diet
time,took
time,medication
felt,last
felt,time
felt,felt
felt,really
felt,happy,
felt,um,
felt,probably
felt,when,
felt,visit
felt,cardiologist
felt,heart
felt,attack,
felt,um,
felt,basically
felt,said
felt,many
felt,test
felt,many
felt,uh
felt,month
felt,uh
felt,rehabilitation
felt,that,
felt,happy
felt,explain
felt,scar
felt,tissue,
felt,major
felt,scar
felt,tissue
felt,occurred
felt,heart
felt,heart
felt,heart
felt,attack,
felt,um
felt,could
felt,count
felt,living
felt,pretty
felt,much
felt,normal
felt,life
felt,long
felt,watched
felt,diet
felt,took
felt,medication
really,last
really,time
really,felt
really,really
really,happy,
really,um,
really,probably
really,when,
really,visit
really,cardiologist
really,heart
really,attack,
really,um,
really,basically
really,said
really,many
really,test
really,many
really,uh
really,month
really,uh
really,rehabilitation
really,that,
really,happy
really,explain
really,scar
really,tissue,
really,major
really,scar
really,tissue
really,occurred
really,heart
really,heart
really,heart
really,attack,
really,um
really,could
really,count
really,living
really,pretty
really,much
really,normal
