today,well
friend,friendly
friend,outgoing
friend,uh
friend,little
friend,bit
friend,secretive,
friend,um
friend,would
friend,probably
friend,be,
friend,they'd
friend,like
friend,see
friend,accomplished
friend,uh
friend,uh
friend,attaining
friend,goal
friend,happier
friend,maybe
friend,little
friend,happier
describe,uh,
describe,would
describe,best
describe,friend
describe,describe
describe,me,
describe,that's
describe,good
describe,question
describe,um
describe,friendly
describe,well
describe,i'm
describe,friendly
describe,i'm
describe,definitely
describe,friendly
describe,outgoing
describe,uh
describe,little
describe,bit
describe,secretive,
describe,um
describe,would
describe,probably
describe,be,
describe,they'd
describe,like
describe,see
describe,accomplished
describe,uh
describe,uh
describe,attaining
describe,goal
describe,happier
describe,maybe
describe,little
describe,happier
uh,,consider
uh,,introvert
would,consider
would,introvert
best,consider
best,introvert
friend,consider
friend,introvert
describe,consider
describe,introvert
me,,consider
me,,introvert
that's,consider
that's,introvert
good,consider
good,introvert
question,consider
question,introvert
um,consider
um,introvert
friendly,consider
friendly,introvert
well,consider
well,introvert
i'm,consider
i'm,introvert
friendly,consider
friendly,introvert
i'm,consider
i'm,introvert
definitely,consider
definitely,introvert
friendly,consider
friendly,introvert
outgoing,consider
outgoing,introvert
uh,consider
uh,introvert
little,consider
little,introvert
bit,consider
bit,introvert
secretive,,consider
secretive,,introvert
um,consider
um,introvert
would,consider
would,introvert
probably,consider
probably,introvert
be,,consider
be,,introvert
they'd,consider
they'd,introvert
like,consider
like,introvert
see,consider
see,introvert
accomplished,consider
accomplished,introvert
uh,consider
uh,introvert
uh,consider
uh,introvert
attaining,consider
attaining,introvert
goal,consider
goal,introvert
happier,consider
happier,introvert
maybe,consider
maybe,introvert
little,consider
little,introvert
happier,consider
happier,introvert
consider,think
consider,um,
consider,tough
consider,depends,
consider,sometimes
consider,i'm
consider,introverted
consider,'cause
consider,like
consider,write
consider,take
consider,mean
consider,spend
consider,time
consider,alone
consider,come
consider,uh
consider,i'm
consider,extroverted
consider,really
consider,see
consider,with,
consider,one
consider,hard
consider,way
consider,depends
consider,situation
consider,mood
introvert,think
introvert,um,
introvert,tough
introvert,depends,
introvert,sometimes
introvert,i'm
introvert,introverted
introvert,'cause
introvert,like
introvert,write
introvert,take
introvert,mean
introvert,spend
introvert,time
introvert,alone
introvert,come
introvert,uh
introvert,i'm
introvert,extroverted
introvert,really
introvert,see
introvert,with,
introvert,one
introvert,hard
introvert,way
introvert,depends
introvert,situation
introvert,mood
think,would
think,say
think,best
think,quality
um,,would
um,,say
um,,best
um,,quality
tough,would
tough,say
tough,best
tough,quality
depends,,would
depends,,say
depends,,best
depends,,quality
sometimes,would
sometimes,say
sometimes,best
sometimes,quality
i'm,would
i'm,say
i'm,best
i'm,quality
introverted,would
introverted,say
introverted,best
introverted,quality
'cause,would
'cause,say
'cause,best
'cause,quality
like,would
like,say
like,best
like,quality
write,would
write,say
write,best
write,quality
take,would
take,say
take,best
take,quality
mean,would
mean,say
mean,best
mean,quality
spend,would
spend,say
spend,best
spend,quality
time,would
time,say
time,best
time,quality
alone,would
alone,say
alone,best
alone,quality
come,would
come,say
come,best
come,quality
uh,would
uh,say
uh,best
uh,quality
i'm,would
i'm,say
i'm,best
i'm,quality
extroverted,would
extroverted,say
extroverted,best
extroverted,quality
really,would
really,say
really,best
really,quality
see,would
see,say
see,best
see,quality
with,,would
with,,say
with,,best
with,,quality
one,would
one,say
one,best
one,quality
hard,would
hard,say
hard,best
hard,quality
way,would
way,say
way,best
way,quality
depends,would
depends,say
depends,best
depends,quality
situation,would
situation,say
situation,best
situation,quality
mood,would
mood,say
mood,best
mood,quality
would,best
would,quality
would,um,
would,think
would,i'm
would,caring
would,think
would,i'm
would,intelligent,
would,uh
would,think
would,i'm
would,funny
would,i'm
would,outgoing,
would,um,
would,likeable
would,personality,
would,know
would,people
would,said
would,that,
would,um
would,i'm
would,engaging
would,uh
would,oppressive
would,overly
would,engaging
would,there's
would,sort
would,cool
would,detachment,
would,um
say,best
say,quality
say,um,
say,think
say,i'm
say,caring
say,think
say,i'm
say,intelligent,
say,uh
say,think
say,i'm
say,funny
say,i'm
say,outgoing,
say,um,
say,likeable
say,personality,
say,know
say,people
say,said
say,that,
say,um
say,i'm
say,engaging
say,uh
say,oppressive
say,overly
say,engaging
say,there's
say,sort
say,cool
say,detachment,
say,um
best,best
best,quality
best,um,
best,think
best,i'm
best,caring
best,think
best,i'm
best,intelligent,
best,uh
best,think
best,i'm
best,funny
best,i'm
best,outgoing,
best,um,
best,likeable
best,personality,
best,know
best,people
best,said
best,that,
best,um
best,i'm
best,engaging
best,uh
best,oppressive
best,overly
best,engaging
best,there's
best,sort
best,cool
best,detachment,
best,um
quality,best
quality,quality
quality,um,
quality,think
quality,i'm
quality,caring
quality,think
quality,i'm
quality,intelligent,
quality,uh
quality,think
quality,i'm
quality,funny
quality,i'm
quality,outgoing,
quality,um,
quality,likeable
quality,personality,
quality,know
quality,people
quality,said
quality,that,
quality,um
quality,i'm
quality,engaging
quality,uh
quality,oppressive
quality,overly
quality,engaging
quality,there's
quality,sort
quality,cool
quality,detachment,
quality,um
best,that's
best,good
quality,that's
quality,good
um,,that's
um,,good
think,that's
think,good
i'm,that's
i'm,good
caring,that's
caring,good
think,that's
think,good
i'm,that's
i'm,good
intelligent,,that's
intelligent,,good
uh,that's
uh,good
think,that's
think,good
i'm,that's
i'm,good
funny,that's
funny,good
i'm,that's
i'm,good
outgoing,,that's
outgoing,,good
um,,that's
um,,good
likeable,that's
likeable,good
personality,,that's
personality,,good
know,that's
know,good
people,that's
people,good
said,that's
said,good
that,,that's
that,,good
um,that's
um,good
i'm,that's
i'm,good
engaging,that's
engaging,good
uh,that's
uh,good
oppressive,that's
oppressive,good
overly,that's
overly,good
engaging,that's
engaging,good
there's,that's
there's,good
sort,that's
sort,good
cool,that's
cool,good
detachment,,that's
detachment,,good
um,that's
um,good
that's,creative
that's,intuitive
good,creative
good,intuitive
creative,who's
creative,someone
creative,that's
creative,positive
creative,influence
creative,life
intuitive,who's
intuitive,someone
intuitive,that's
intuitive,positive
intuitive,influence
intuitive,life
who's,*laughter*
who's,yes
who's,*laughter*
someone,*laughter*
someone,yes
someone,*laughter*
that's,*laughter*
that's,yes
that's,*laughter*
positive,*laughter*
positive,yes
positive,*laughter*
influence,*laughter*
influence,yes
influence,*laughter*
life,*laughter*
life,yes
life,*laughter*
*laughter*,last
*laughter*,time
*laughter*,felt
*laughter*,really
*laughter*,happy
yes,last
yes,time
yes,felt
yes,really
yes,happy
*laughter*,last
*laughter*,time
*laughter*,felt
*laughter*,really
*laughter*,happy
last,last
last,time
last,felt
last,really
last,happy,
last,know
last,woke
last,morning
last,pretty
last,happy,
last,breakfast
last,happy,
last,sun
last,shining
time,last
time,time
time,felt
time,really
time,happy,
time,know
time,woke
time,morning
time,pretty
time,happy,
time,breakfast
time,happy,
time,sun
time,shining
felt,last
felt,time
felt,felt
felt,really
felt,happy,
felt,know
felt,woke
felt,morning
felt,pretty
felt,happy,
felt,breakfast
felt,happy,
felt,sun
felt,shining
really,last
really,time
really,felt
really,really
really,happy,
really,know
really,woke
really,morning
really,pretty
really,happy,
really,breakfast
really,happy,
really,sun
really,shining
happy,last
happy,time
happy,felt
happy,really
happy,happy,
happy,know
happy,woke
happy,morning
happy,pretty
happy,happy,
happy,breakfast
happy,happy,
happy,sun
happy,shining
last,that's
last,great
time,that's
time,great
felt,that's
felt,great
really,that's
really,great
happy,,that's
happy,,great
know,that's
know,great
woke,that's
woke,great
morning,that's
morning,great
pretty,that's
pretty,great
happy,,that's
happy,,great
breakfast,that's
breakfast,great
happy,,that's
happy,,great
sun,that's
sun,great
shining,that's
shining,great
that's,*laughter*
great,*laughter*
*laughter*,what's
*laughter*,one
*laughter*,memorable
*laughter*,experience
what's,um,
what's,think
what's,like
what's,said
what's,going
what's,kenya,
what's,memorable
what's,experience
what's,remember
what's,scuba
what's,uh
what's,snorkeling
what's,really
what's,great
what's,experience
what's,experience
what's,remembered
what's,know
what's,seeing
what's,color
what's,ocean,
what's,know,
what's,feeling
what's,sun
what's,powerful
what's,sun
what's,back
one,um,
one,think
one,like
one,said
one,going
one,kenya,
one,memorable
one,experience
one,remember
one,scuba
one,uh
one,snorkeling
one,really
one,great
one,experience
one,experience
one,remembered
one,know
one,seeing
one,color
one,ocean,
one,know,
one,feeling
one,sun
one,powerful
one,sun
one,back
memorable,um,
memorable,think
memorable,like
memorable,said
memorable,going
memorable,kenya,
memorable,memorable
memorable,experience
memorable,remember
memorable,scuba
memorable,uh
memorable,snorkeling
memorable,really
memorable,great
memorable,experience
memorable,experience
memorable,remembered
memorable,know
memorable,seeing
memorable,color
memorable,ocean,
memorable,know,
memorable,feeling
memorable,sun
memorable,powerful
memorable,sun
memorable,back
experience,um,
experience,think
experience,like
experience,said
experience,going
experience,kenya,
experience,memorable
experience,experience
experience,remember
experience,scuba
experience,uh
experience,snorkeling
experience,really
experience,great
experience,experience
experience,experience
experience,remembered
experience,know
experience,seeing
experience,color
experience,ocean,
experience,know,
experience,feeling
experience,sun
experience,powerful
experience,sun
experience,back
um,,feel
um,,moment
think,feel
think,moment
like,feel
like,moment
said,feel
said,moment
going,feel
going,moment
kenya,,feel
kenya,,moment
memorable,feel
memorable,moment
experience,feel
experience,moment
remember,feel
remember,moment
scuba,feel
scuba,moment
uh,feel
uh,moment
snorkeling,feel
snorkeling,moment
really,feel
really,moment
great,feel
great,moment
experience,feel
experience,moment
experience,feel
experience,moment
remembered,feel
remembered,moment
know,feel
know,moment
seeing,feel
seeing,moment
color,feel
color,moment
ocean,,feel
ocean,,moment
know,,feel
know,,moment
feeling,feel
feeling,moment
sun,feel
sun,moment
powerful,feel
powerful,moment
sun,feel
sun,moment
back,feel
back,moment
feel,um,
feel,almost
feel,beyond
feel,know
feel,almost
feel,beyond
feel,like,
feel,human
feel,way
feel,touch
feel,like
feel,everything
feel,universe
moment,um,
moment,almost
moment,beyond
moment,know
moment,almost
moment,beyond
moment,like,
moment,human
moment,way
moment,touch
moment,like
moment,everything
moment,universe
um,,sound
um,,like
um,,great
um,,situation
almost,sound
almost,like
almost,great
almost,situation
beyond,sound
beyond,like
beyond,great
beyond,situation
know,sound
know,like
know,great
know,situation
almost,sound
almost,like
almost,great
almost,situation
beyond,sound
beyond,like
beyond,great
beyond,situation
like,,sound
like,,like
like,,great
like,,situation
human,sound
human,like
human,great
human,situation
way,sound
way,like
way,great
way,situation
touch,sound
touch,like
touch,great
touch,situation
like,sound
like,like
like,great
like,situation
everything,sound
everything,like
everything,great
everything,situation
universe,sound
universe,like
universe,great
universe,situation
sound,yeah
sound,would
sound,nice
sound,feel
sound,way
sound,every
sound,moment
sound,day
like,yeah
like,would
like,nice
like,feel
like,way
like,every
like,moment
like,day
great,yeah
great,would
great,nice
great,feel
great,way
great,every
great,moment
great,day
situation,yeah
situation,would
situation,nice
situation,feel
situation,way
situation,every
situation,moment
situation,day
yeah,proud
yeah,life
would,proud
would,life
nice,proud
nice,life
feel,proud
feel,life
way,proud
way,life
every,proud
every,life
moment,proud
moment,life
day,proud
day,life
proud,proud
proud,life,
proud,think
proud,i've
proud,uh,
proud,helped,
proud,people,
proud,uh
proud,and,
proud,sometimes
proud,crisis,
proud,um
proud,know
proud,i've
proud,written
proud,screenplay
proud,screenplays,
proud,um,
proud,i've
proud,good
proud,relationship
life,proud
life,life,
life,think
life,i've
life,uh,
life,helped,
life,people,
life,uh
life,and,
life,sometimes
life,crisis,
life,um
life,know
life,i've
life,written
life,screenplay
life,screenplays,
life,um,
life,i've
life,good
life,relationship
proud,give
proud,example
life,,give
life,,example
think,give
think,example
i've,give
i've,example
uh,,give
uh,,example
helped,,give
helped,,example
people,,give
people,,example
uh,give
uh,example
and,,give
and,,example
sometimes,give
sometimes,example
crisis,,give
crisis,,example
um,give
um,example
know,give
know,example
i've,give
i've,example
written,give
written,example
screenplay,give
screenplay,example
screenplays,,give
screenplays,,example
um,,give
um,,example
i've,give
i've,example
good,give
good,example
relationship,give
relationship,example
give,um
give,good
give,relationship
give,know
give,connected
give,someone
give,else
give,know,
give,spending
give,time
give,them,
give,connecting,
give,emotional
example,um
example,good
example,relationship
example,know
example,connected
example,someone
example,else
example,know,
example,spending
example,time
example,them,
example,connecting,
example,emotional
um,that's
um,good
um,hear
good,that's
good,good
good,hear
relationship,that's
relationship,good
relationship,hear
know,that's
know,good
know,hear
connected,that's
connected,good
connected,hear
someone,that's
someone,good
someone,hear
else,that's
else,good
else,hear
know,,that's
know,,good
know,,hear
spending,that's
spending,good
spending,hear
time,that's
time,good
time,hear
them,,that's
them,,good
them,,hear
connecting,,that's
connecting,,good
connecting,,hear
emotional,that's
emotional,good
emotional,hear
that's,*laughter*
that's,physical
that's,and,
that's,mental
that's,level
good,*laughter*
good,physical
good,and,
good,mental
good,level
hear,*laughter*
hear,physical
hear,and,
hear,mental
hear,level
*laughter*,thing
*laughter*,usually
*laughter*,put
*laughter*,good
*laughter*,mood
physical,thing
physical,usually
physical,put
physical,good
physical,mood
and,,thing
and,,usually
and,,put
and,,good
and,,mood
mental,thing
mental,usually
mental,put
mental,good
mental,mood
level,thing
level,usually
level,put
level,good
level,mood
thing,um
thing,could
thing,song
thing,hear
thing,radio,
thing,uh
thing,could
thing,uh,
thing,lot
thing,time
thing,looking
thing,forward
thing,something
thing,know
thing,i'm
thing,gonna
thing,go
thing,movie
thing,go
thing,bowling,
thing,hang
thing,people,
thing,um,
thing,know
thing,looking
thing,work,
thing,going
thing,work
thing,feeling
thing,productive
thing,put
thing,put
thing,good
thing,mood
usually,um
usually,could
usually,song
usually,hear
usually,radio,
usually,uh
usually,could
usually,uh,
usually,lot
usually,time
usually,looking
usually,forward
usually,something
usually,know
usually,i'm
usually,gonna
usually,go
usually,movie
usually,go
usually,bowling,
usually,hang
usually,people,
usually,um,
usually,know
usually,looking
usually,work,
usually,going
usually,work
usually,feeling
usually,productive
usually,put
usually,put
usually,good
usually,mood
put,um
put,could
put,song
put,hear
put,radio,
put,uh
put,could
put,uh,
put,lot
put,time
put,looking
put,forward
put,something
put,know
put,i'm
put,gonna
put,go
put,movie
put,go
put,bowling,
put,hang
put,people,
put,um,
put,know
put,looking
put,work,
put,going
put,work
put,feeling
put,productive
put,put
put,put
put,good
put,mood
good,um
good,could
good,song
good,hear
good,radio,
good,uh
good,could
good,uh,
good,lot
good,time
good,looking
good,forward
good,something
good,know
good,i'm
good,gonna
good,go
good,movie
good,go
good,bowling,
good,hang
good,people,
good,um,
good,know
good,looking
good,work,
good,going
good,work
good,feeling
good,productive
good,put
good,put
good,good
good,mood
mood,um
mood,could
mood,song
mood,hear
mood,radio,
mood,uh
mood,could
mood,uh,
mood,lot
mood,time
mood,looking
mood,forward
mood,something
mood,know
mood,i'm
mood,gonna
mood,go
mood,movie
mood,go
mood,bowling,
mood,hang
mood,people,
mood,um,
mood,know
mood,looking
mood,work,
mood,going
mood,work
mood,feeling
mood,productive
mood,put
mood,put
mood,good
mood,mood
um,that's
um,great
could,that's
could,great
song,that's
song,great
hear,that's
hear,great
radio,,that's
radio,,great
uh,that's
uh,great
could,that's
could,great
uh,,that's
uh,,great
lot,that's
lot,great
time,that's
time,great
looking,that's
looking,great
forward,that's
forward,great
something,that's
something,great
know,that's
know,great
i'm,that's
i'm,great
gonna,that's
gonna,great
go,that's
go,great
movie,that's
movie,great
go,that's
go,great
bowling,,that's
bowling,,great
hang,that's
hang,great
people,,that's
people,,great
um,,that's
um,,great
know,that's
know,great
looking,that's
looking,great
work,,that's
work,,great
going,that's
going,great
work,that's
work,great
feeling,that's
feeling,great
productive,that's
productive,great
put,that's
put,great
put,that's
put,great
good,that's
good,great
mood,that's
mood,great
