today,alright
i've,kinda
i've,relaxing
got,*laughter*,
got,*laughter*,
got,uh
got,*sigh*
got,well
got,mean
got,aside
got,sleeping,
got,um,
got,like,
got,like
got,relaxing
got,thing
got,uh
got,like
got,going
got,bike
got,ride
got,strand,
got,um
got,i'm
got,home
got,uh
got,like
got,reading
got,or,
got,lotta
got,time
got,lay
got,and,
got,mind
got,might
got,thing
got,i'm
got,kinda
got,relaxing
relax,*laughter*,
relax,*laughter*,
relax,uh
relax,*sigh*
relax,well
relax,mean
relax,aside
relax,sleeping,
relax,um,
relax,like,
relax,like
relax,relaxing
relax,thing
relax,uh
relax,like
relax,going
relax,bike
relax,ride
relax,strand,
relax,um
relax,i'm
relax,home
relax,uh
relax,like
relax,reading
relax,or,
relax,lotta
relax,time
relax,lay
relax,and,
relax,mind
relax,might
relax,thing
relax,i'm
relax,kinda
relax,relaxing
*laughter*,,controlling
*laughter*,,temper
*laughter*,,controlling
*laughter*,,temper
uh,controlling
uh,temper
*sigh*,controlling
*sigh*,temper
well,controlling
well,temper
mean,controlling
mean,temper
aside,controlling
aside,temper
sleeping,,controlling
sleeping,,temper
um,,controlling
um,,temper
like,,controlling
like,,temper
like,controlling
like,temper
relaxing,controlling
relaxing,temper
thing,controlling
thing,temper
uh,controlling
uh,temper
like,controlling
like,temper
going,controlling
going,temper
bike,controlling
bike,temper
ride,controlling
ride,temper
strand,,controlling
strand,,temper
um,controlling
um,temper
i'm,controlling
i'm,temper
home,controlling
home,temper
uh,controlling
uh,temper
like,controlling
like,temper
reading,controlling
reading,temper
or,,controlling
or,,temper
lotta,controlling
lotta,temper
time,controlling
time,temper
lay,controlling
lay,temper
and,,controlling
and,,temper
mind,controlling
mind,temper
might,controlling
might,temper
thing,controlling
thing,temper
i'm,controlling
i'm,temper
kinda,controlling
kinda,temper
relaxing,controlling
relaxing,temper
controlling,ah
controlling,really
controlling,good,
controlling,have,
controlling,would
controlling,say
controlling,there's
controlling,certain
controlling,thing
controlling,um,
controlling,really,
controlling,like
controlling,make
controlling,me,
controlling,like
controlling,see
controlling,injustice
controlling,thing
controlling,like
controlling,then,
controlling,mean
controlling,really
controlling,feel
controlling,it,
controlling,never
controlling,like
controlling,fly
controlling,handle
controlling,throw
controlling,thing
controlling,or,
controlling,uh
controlling,even
controlling,know
controlling,yell
controlling,*laughter*
temper,ah
temper,really
temper,good,
temper,have,
temper,would
temper,say
temper,there's
temper,certain
temper,thing
temper,um,
temper,really,
temper,like
temper,make
temper,me,
temper,like
temper,see
temper,injustice
temper,thing
temper,like
temper,then,
temper,mean
temper,really
temper,feel
temper,it,
temper,never
temper,like
temper,fly
temper,handle
temper,throw
temper,thing
temper,or,
temper,uh
temper,even
temper,know
temper,yell
temper,*laughter*
ah,last
ah,time
ah,argued
ah,someone
really,last
really,time
really,argued
really,someone
good,,last
good,,time
good,,argued
good,,someone
have,,last
have,,time
have,,argued
have,,someone
would,last
would,time
would,argued
would,someone
say,last
say,time
say,argued
say,someone
there's,last
there's,time
there's,argued
there's,someone
certain,last
certain,time
certain,argued
certain,someone
thing,last
thing,time
thing,argued
thing,someone
um,,last
um,,time
um,,argued
um,,someone
really,,last
really,,time
really,,argued
really,,someone
like,last
like,time
like,argued
like,someone
make,last
make,time
make,argued
make,someone
me,,last
me,,time
me,,argued
me,,someone
like,last
like,time
like,argued
like,someone
see,last
see,time
see,argued
see,someone
injustice,last
injustice,time
injustice,argued
injustice,someone
thing,last
thing,time
thing,argued
thing,someone
like,last
like,time
like,argued
like,someone
then,,last
then,,time
then,,argued
then,,someone
mean,last
mean,time
mean,argued
mean,someone
really,last
really,time
really,argued
really,someone
feel,last
feel,time
feel,argued
feel,someone
it,,last
it,,time
it,,argued
it,,someone
never,last
never,time
never,argued
never,someone
like,last
like,time
like,argued
like,someone
fly,last
fly,time
fly,argued
fly,someone
handle,last
handle,time
handle,argued
handle,someone
throw,last
throw,time
throw,argued
throw,someone
thing,last
thing,time
thing,argued
thing,someone
or,,last
or,,time
or,,argued
or,,someone
uh,last
uh,time
uh,argued
uh,someone
even,last
even,time
even,argued
even,someone
know,last
know,time
know,argued
know,someone
yell,last
yell,time
yell,argued
yell,someone
*laughter*,last
*laughter*,time
*laughter*,argued
*laughter*,someone
last,*sigh*,
last,argued,
last,um
last,*sigh*,
last,can't
last,really
last,say
last,argument
last,mean
last,like
last,disagreement
last,actual
last,argument,
last,like
time,*sigh*,
time,argued,
time,um
time,*sigh*,
time,can't
time,really
time,say
time,argument
time,mean
time,like
time,disagreement
time,actual
time,argument,
time,like
argued,*sigh*,
argued,argued,
argued,um
argued,*sigh*,
argued,can't
argued,really
argued,say
argued,argument
argued,mean
argued,like
argued,disagreement
argued,actual
argued,argument,
argued,like
someone,*sigh*,
someone,argued,
someone,um
someone,*sigh*,
someone,can't
someone,really
someone,say
someone,argument
someone,mean
someone,like
someone,disagreement
someone,actual
someone,argument,
someone,like
*sigh*,,whatever
*sigh*,,come
*sigh*,,mind
argued,,whatever
argued,,come
argued,,mind
um,whatever
um,come
um,mind
*sigh*,,whatever
*sigh*,,come
*sigh*,,mind
can't,whatever
can't,come
can't,mind
really,whatever
really,come
really,mind
say,whatever
say,come
say,mind
argument,whatever
argument,come
argument,mind
mean,whatever
mean,come
mean,mind
like,whatever
like,come
like,mind
disagreement,whatever
disagreement,come
disagreement,mind
actual,whatever
actual,come
actual,mind
argument,,whatever
argument,,come
argument,,mind
like,whatever
like,come
like,mind
whatever,well,
whatever,uh
whatever,would
whatever,say
whatever,last
whatever,summer,
whatever,when,
whatever,um,
whatever,think
whatever,a,
whatever,baseball
whatever,game
whatever,group
whatever,u
whatever,went
whatever,uh
whatever,to,
whatever,went
whatever,shabu
whatever,shabu
whatever,game,
whatever,and,
whatever,know
whatever,think,
whatever,,
whatever,know
whatever,kind
whatever,tenuous
whatever,friendship
whatever,like,
whatever,mm
whatever,good
whatever,friend
whatever,way
whatever,mm
whatever,we're
whatever,we're
whatever,actually
whatever,kinda
whatever,distant
whatever,way
whatever,consider
whatever,her,
whatever,um
whatever,like
whatever,someone
whatever,would
whatever,confide
whatever,know
whatever,any,
whatever,deep
whatever,problem
whatever,um,
whatever,sometimes
whatever,have,
whatever,touchy,
whatever,sense
whatever,humor
whatever,do,
whatever,think,
whatever,said
whatever,thing
whatever,night
whatever,mm
whatever,kinda
whatever,bothered
whatever,mm,
whatever,know
whatever,kinda,
whatever,that's
whatever,is,
whatever,guess
whatever,said
whatever,thing
whatever,she,
whatever,felt
whatever,were,
whatever,eh
whatever,well
whatever,get
whatever,really,
whatever,offended
whatever,easily
whatever,think
whatever,*laughter*
whatever,um
whatever,talk
whatever,we,
whatever,one
whatever,day
whatever,called
whatever,friend
come,well,
come,uh
come,would
come,say
come,last
come,summer,
come,when,
come,um,
come,think
come,a,
come,baseball
come,game
come,group
come,u
come,went
come,uh
come,to,
come,went
come,shabu
come,shabu
come,game,
come,and,
come,know
come,think,
come,,
come,know
come,kind
come,tenuous
come,friendship
come,like,
come,mm
come,good
come,friend
come,way
come,mm
come,we're
come,we're
come,actually
come,kinda
come,distant
come,way
come,consider
come,her,
come,um
come,like
come,someone
come,would
come,confide
come,know
come,any,
come,deep
come,problem
come,um,
come,sometimes
come,have,
come,touchy,
come,sense
come,humor
come,do,
come,think,
come,said
come,thing
come,night
come,mm
come,kinda
come,bothered
come,mm,
come,know
come,kinda,
come,that's
come,is,
come,guess
come,said
come,thing
come,she,
come,felt
come,were,
come,eh
come,well
come,get
come,really,
come,offended
come,easily
come,think
come,*laughter*
come,um
come,talk
come,we,
come,one
come,day
come,called
come,friend
mind,well,
mind,uh
mind,would
mind,say
mind,last
mind,summer,
mind,when,
mind,um,
mind,think
mind,a,
mind,baseball
mind,game
mind,group
mind,u
mind,went
mind,uh
mind,to,
mind,went
mind,shabu
mind,shabu
mind,game,
mind,and,
mind,know
mind,think,
mind,,
mind,know
mind,kind
mind,tenuous
mind,friendship
mind,like,
mind,mm
mind,good
mind,friend
mind,way
mind,mm
mind,we're
mind,we're
mind,actually
mind,kinda
mind,distant
mind,way
mind,consider
mind,her,
mind,um
mind,like
mind,someone
mind,would
mind,confide
mind,know
mind,any,
mind,deep
mind,problem
mind,um,
mind,sometimes
mind,have,
mind,touchy,
mind,sense
mind,humor
mind,do,
mind,think,
mind,said
mind,thing
mind,night
mind,mm
mind,kinda
mind,bothered
mind,mm,
mind,know
mind,kinda,
mind,that's
mind,is,
mind,guess
mind,said
mind,thing
mind,she,
mind,felt
mind,were,
mind,eh
mind,well
mind,get
mind,really,
mind,offended
mind,easily
mind,think
mind,*laughter*
mind,um
mind,talk
mind,we,
mind,one
mind,day
mind,called
mind,friend
well,,okay
uh,okay
would,okay
say,okay
last,okay
summer,,okay
when,,okay
um,,okay
think,okay
a,,okay
baseball,okay
game,okay
group,okay
u,okay
went,okay
uh,okay
to,,okay
went,okay
shabu,okay
shabu,okay
game,,okay
and,,okay
know,okay
think,,okay
,,okay
know,okay
kind,okay
tenuous,okay
friendship,okay
like,,okay
mm,okay
good,okay
friend,okay
way,okay
mm,okay
we're,okay
we're,okay
actually,okay
kinda,okay
distant,okay
way,okay
consider,okay
her,,okay
um,okay
like,okay
someone,okay
would,okay
confide,okay
know,okay
any,,okay
deep,okay
problem,okay
um,,okay
sometimes,okay
have,,okay
touchy,,okay
sense,okay
humor,okay
do,,okay
think,,okay
said,okay
thing,okay
night,okay
mm,okay
kinda,okay
bothered,okay
mm,,okay
know,okay
kinda,,okay
that's,okay
is,,okay
guess,okay
said,okay
thing,okay
she,,okay
felt,okay
were,,okay
eh,okay
well,okay
get,okay
really,,okay
offended,okay
easily,okay
think,okay
*laughter*,okay
um,okay
talk,okay
we,,okay
one,okay
day,okay
called,okay
friend,okay
okay,like
okay,never
okay,never
okay,confronted
like,tell
like,hardest
like,decision
like,ever
like,make
never,tell
never,hardest
never,decision
never,ever
never,make
never,tell
never,hardest
never,decision
never,ever
never,make
confronted,tell
confronted,hardest
confronted,decision
confronted,ever
confronted,make
tell,hardest
tell,decision
tell,*sigh*,
tell,uh
tell,leaving
tell,ex-boyfriend
hardest,hardest
hardest,decision
hardest,*sigh*,
hardest,uh
hardest,leaving
hardest,ex-boyfriend
decision,hardest
decision,decision
decision,*sigh*,
decision,uh
decision,leaving
decision,ex-boyfriend
ever,hardest
ever,decision
ever,*sigh*,
ever,uh
ever,leaving
ever,ex-boyfriend
make,hardest
make,decision
make,*sigh*,
make,uh
make,leaving
make,ex-boyfriend
hardest,decide
decision,decide
*sigh*,,decide
uh,decide
leaving,decide
ex-boyfriend,decide
decide,uh
decide,well,
decide,wasn't,
decide,*sigh*,
decide,long
decide,time
decide,coming
decide,mean
decide,thinking
decide,it,
decide,like
decide,five
decide,years,
decide,um,
decide,know
decide,like
decide,beating
decide,anything
decide,really
decide,good
decide,guy
decide,just,
decide,lot
decide,um,
decide,always
decide,wavelength
decide,lot
decide,like
decide,disagreements,
decide,thought
decide,thought
decide,and,
decide,already
decide,engaged
decide,together
decide,long
decide,time
decide,so,
decide,know
decide,uh,
decide,always
decide,always
decide,mind
decide,like
decide,get
decide,married
decide,finally,
decide,eh
decide,always
decide,having,
decide,um,
decide,always
decide,what's
decide,word
decide,i'm
decide,looking
decide,um,
decide,little
decide,snippy,
decide,disagreement
decide,time
decide,one
decide,day
decide,one
decide,decided
decide,gonna
decide,leave
decide,and,
decide,um
uh,sound
uh,really
uh,hard
well,,sound
well,,really
well,,hard
wasn't,,sound
wasn't,,really
wasn't,,hard
*sigh*,,sound
*sigh*,,really
*sigh*,,hard
long,sound
long,really
long,hard
time,sound
time,really
time,hard
coming,sound
coming,really
coming,hard
mean,sound
mean,really
mean,hard
thinking,sound
thinking,really
thinking,hard
it,,sound
it,,really
it,,hard
like,sound
like,really
like,hard
five,sound
five,really
five,hard
years,,sound
years,,really
years,,hard
um,,sound
um,,really
um,,hard
know,sound
know,really
know,hard
like,sound
like,really
like,hard
beating,sound
beating,really
beating,hard
anything,sound
anything,really
anything,hard
really,sound
really,really
really,hard
good,sound
good,really
good,hard
guy,sound
guy,really
guy,hard
just,,sound
just,,really
just,,hard
lot,sound
lot,really
lot,hard
um,,sound
um,,really
um,,hard
always,sound
always,really
always,hard
wavelength,sound
wavelength,really
wavelength,hard
lot,sound
lot,really
lot,hard
like,sound
like,really
like,hard
disagreements,,sound
disagreements,,really
disagreements,,hard
thought,sound
thought,really
thought,hard
thought,sound
thought,really
thought,hard
and,,sound
and,,really
and,,hard
already,sound
already,really
already,hard
engaged,sound
engaged,really
engaged,hard
together,sound
together,really
together,hard
long,sound
long,really
long,hard
time,sound
time,really
time,hard
so,,sound
so,,really
so,,hard
know,sound
know,really
know,hard
uh,,sound
uh,,really
uh,,hard
always,sound
always,really
always,hard
always,sound
always,really
always,hard
mind,sound
mind,really
mind,hard
like,sound
like,really
like,hard
get,sound
get,really
get,hard
married,sound
married,really
married,hard
finally,,sound
finally,,really
finally,,hard
eh,sound
eh,really
eh,hard
always,sound
always,really
always,hard
having,,sound
having,,really
having,,hard
um,,sound
um,,really
um,,hard
always,sound
always,really
always,hard
what's,sound
what's,really
what's,hard
word,sound
word,really
word,hard
i'm,sound
i'm,really
i'm,hard
looking,sound
looking,really
looking,hard
um,,sound
um,,really
um,,hard
little,sound
little,really
little,hard
snippy,,sound
snippy,,really
snippy,,hard
disagreement,sound
disagreement,really
disagreement,hard
time,sound
time,really
time,hard
one,sound
one,really
one,hard
day,sound
day,really
day,hard
one,sound
one,really
one,hard
decided,sound
decided,really
decided,hard
gonna,sound
gonna,really
gonna,hard
leave,sound
leave,really
leave,hard
and,,sound
and,,really
and,,hard
um,sound
um,really
um,hard
sound,really
sound,hard
sound,hardest,
sound,decision
sound,life
sound,stay
sound,definitively
sound,um,
sound,and,
sound,think
sound,best
really,really
really,hard
really,hardest,
really,decision
really,life
really,stay
really,definitively
really,um,
really,and,
really,think
really,best
hard,really
hard,hard
hard,hardest,
hard,decision
hard,life
hard,stay
hard,definitively
hard,um,
hard,and,
hard,think
hard,best
really,tell
really,situation
really,wish
really,handled
really,differently
hard,tell
hard,situation
hard,wish
hard,handled
hard,differently
hardest,,tell
hardest,,situation
hardest,,wish
hardest,,handled
hardest,,differently
decision,tell
decision,situation
decision,wish
decision,handled
decision,differently
life,tell
life,situation
life,wish
life,handled
life,differently
stay,tell
stay,situation
stay,wish
stay,handled
stay,differently
definitively,tell
definitively,situation
definitively,wish
definitively,handled
definitively,differently
um,,tell
um,,situation
um,,wish
um,,handled
um,,differently
and,,tell
and,,situation
and,,wish
and,,handled
and,,differently
think,tell
think,situation
think,wish
think,handled
think,differently
best,tell
best,situation
best,wish
best,handled
best,differently
tell,*sigh*
tell,hmm
tell,um
tell,probably
tell,leaving
tell,job,
tell,well
tell,help
tell,friend
tell,start
tell,business
tell,nevada,
tell,i,
tell,really
tell,liked
tell,job
tell,mean
tell,pretty
tell,good
tell,um
tell,right
tell,beach,
tell,told
tell,leaving
tell,offered
tell,huge
tell,raise
tell,offered
tell,different
tell,position
tell,awesome,
tell,really
tell,stressful
tell,um,
tell,i'd
tell,already
tell,promised
tell,friend
tell,*laughter*
tell,leave
tell,gotten
tell,position
tell,know
tell,offer
tell,wasn't,
tell,wanting
tell,come
tell,um,
tell,really
tell,really
tell,stressful
tell,stressed
tell,three
tell,week
tell,actually
tell,left,
tell,um,
tell,went
tell,there,
tell,like
tell,made
tell,agreement
tell,much
tell,gonna
tell,pay
tell,blah
tell,blah
tell,blah,
tell,got
tell,everything
tell,like
tell,remember
tell,telling
tell,needed
tell,certain
tell,amount
tell,and,
tell,principal
tell,company
tell,um,
tell,know
tell,the,
tell,hard
tell,situation
tell,'cause
tell,talked
tell,talked
tell,they're
tell,like
tell,well
tell,that's
tell,much,
tell,also,
tell,different
tell,religion,
tell,strange
tell,mean
tell,one
tell,religion
tell,*laughter*
tell,surrounded
tell,mormon
tell,anything
tell,mormon
tell,different
tell,eh
situation,*sigh*
situation,hmm
situation,um
situation,probably
situation,leaving
situation,job,
situation,well
situation,help
situation,friend
situation,start
situation,business
situation,nevada,
situation,i,
situation,really
situation,liked
situation,job
situation,mean
situation,pretty
situation,good
situation,um
situation,right
situation,beach,
situation,told
situation,leaving
situation,offered
situation,huge
situation,raise
situation,offered
situation,different
situation,position
situation,awesome,
situation,really
situation,stressful
situation,um,
situation,i'd
situation,already
situation,promised
situation,friend
situation,*laughter*
situation,leave
situation,gotten
situation,position
situation,know
situation,offer
situation,wasn't,
situation,wanting
situation,come
situation,um,
situation,really
situation,really
situation,stressful
situation,stressed
situation,three
situation,week
situation,actually
situation,left,
situation,um,
situation,went
situation,there,
situation,like
situation,made
situation,agreement
situation,much
situation,gonna
situation,pay
situation,blah
situation,blah
situation,blah,
situation,got
situation,everything
situation,like
situation,remember
situation,telling
situation,needed
situation,certain
situation,amount
situation,and,
situation,principal
situation,company
situation,um,
situation,know
situation,the,
situation,hard
situation,situation
situation,'cause
situation,talked
situation,talked
situation,they're
situation,like
situation,well
situation,that's
situation,much,
situation,also,
situation,different
situation,religion,
situation,strange
situation,mean
situation,one
situation,religion
situation,*laughter*
situation,surrounded
situation,mormon
situation,anything
situation,mormon
situation,different
situation,eh
wish,*sigh*
wish,hmm
wish,um
wish,probably
wish,leaving
wish,job,
wish,well
wish,help
wish,friend
wish,start
wish,business
wish,nevada,
wish,i,
wish,really
wish,liked
wish,job
wish,mean
wish,pretty
wish,good
wish,um
wish,right
wish,beach,
wish,told
wish,leaving
wish,offered
wish,huge
wish,raise
wish,offered
wish,different
wish,position
wish,awesome,
wish,really
wish,stressful
wish,um,
wish,i'd
wish,already
wish,promised
wish,friend
wish,*laughter*
wish,leave
wish,gotten
wish,position
wish,know
wish,offer
wish,wasn't,
wish,wanting
wish,come
wish,um,
wish,really
wish,really
wish,stressful
wish,stressed
wish,three
wish,week
wish,actually
wish,left,
wish,um,
wish,went
wish,there,
wish,like
wish,made
wish,agreement
wish,much
wish,gonna
wish,pay
wish,blah
wish,blah
wish,blah,
wish,got
wish,everything
wish,like
wish,remember
wish,telling
wish,needed
wish,certain
wish,amount
wish,and,
wish,principal
wish,company
wish,um,
wish,know
wish,the,
wish,hard
wish,situation
wish,'cause
wish,talked
wish,talked
wish,they're
wish,like
wish,well
wish,that's
wish,much,
wish,also,
wish,different
wish,religion,
wish,strange
wish,mean
wish,one
wish,religion
wish,*laughter*
wish,surrounded
wish,mormon
wish,anything
wish,mormon
wish,different
wish,eh
handled,*sigh*
handled,hmm
handled,um
handled,probably
handled,leaving
handled,job,
handled,well
handled,help
handled,friend
handled,start
handled,business
handled,nevada,
handled,i,
handled,really
handled,liked
handled,job
handled,mean
handled,pretty
handled,good
handled,um
handled,right
handled,beach,
handled,told
handled,leaving
handled,offered
handled,huge
handled,raise
handled,offered
handled,different
handled,position
handled,awesome,
handled,really
handled,stressful
handled,um,
handled,i'd
handled,already
handled,promised
handled,friend
handled,*laughter*
handled,leave
handled,gotten
handled,position
handled,know
handled,offer
handled,wasn't,
handled,wanting
handled,come
handled,um,
handled,really
handled,really
handled,stressful
handled,stressed
handled,three
handled,week
handled,actually
handled,left,
handled,um,
handled,went
handled,there,
handled,like
handled,made
handled,agreement
handled,much
handled,gonna
handled,pay
handled,blah
handled,blah
handled,blah,
handled,got
handled,everything
handled,like
handled,remember
handled,telling
handled,needed
handled,certain
handled,amount
handled,and,
handled,principal
handled,company
handled,um,
handled,know
handled,the,
handled,hard
handled,situation
handled,'cause
handled,talked
handled,talked
handled,they're
handled,like
handled,well
handled,that's
handled,much,
handled,also,
handled,different
handled,religion,
handled,strange
handled,mean
handled,one
handled,religion
handled,*laughter*
handled,surrounded
handled,mormon
handled,anything
handled,mormon
handled,different
handled,eh
differently,*sigh*
differently,hmm
differently,um
differently,probably
differently,leaving
differently,job,
differently,well
differently,help
differently,friend
differently,start
differently,business
differently,nevada,
differently,i,
differently,really
differently,liked
differently,job
differently,mean
differently,pretty
differently,good
differently,um
differently,right
differently,beach,
differently,told
differently,leaving
differently,offered
differently,huge
differently,raise
differently,offered
differently,different
differently,position
differently,awesome,
differently,really
differently,stressful
differently,um,
differently,i'd
differently,already
differently,promised
differently,friend
differently,*laughter*
differently,leave
differently,gotten
differently,position
differently,know
differently,offer
differently,wasn't,
differently,wanting
differently,come
differently,um,
differently,really
differently,really
differently,stressful
differently,stressed
differently,three
differently,week
differently,actually
differently,left,
differently,um,
differently,went
differently,there,
differently,like
differently,made
differently,agreement
differently,much
differently,gonna
differently,pay
differently,blah
differently,blah
differently,blah,
differently,got
differently,everything
differently,like
differently,remember
differently,telling
differently,needed
differently,certain
differently,amount
differently,and,
differently,principal
differently,company
differently,um,
differently,know
differently,the,
differently,hard
differently,situation
differently,'cause
differently,talked
differently,talked
differently,they're
differently,like
differently,well
differently,that's
differently,much,
differently,also,
differently,different
differently,religion,
differently,strange
differently,mean
differently,one
differently,religion
differently,*laughter*
differently,surrounded
differently,mormon
differently,anything
differently,mormon
differently,different
differently,eh
*sigh*,laughter
hmm,laughter
um,laughter
probably,laughter
leaving,laughter
job,,laughter
well,laughter
help,laughter
friend,laughter
start,laughter
business,laughter
nevada,,laughter
i,,laughter
really,laughter
liked,laughter
job,laughter
mean,laughter
pretty,laughter
good,laughter
um,laughter
right,laughter
beach,,laughter
told,laughter
leaving,laughter
offered,laughter
huge,laughter
raise,laughter
offered,laughter
different,laughter
position,laughter
awesome,,laughter
really,laughter
stressful,laughter
um,,laughter
i'd,laughter
already,laughter
promised,laughter
friend,laughter
*laughter*,laughter
leave,laughter
gotten,laughter
position,laughter
know,laughter
offer,laughter
wasn't,,laughter
wanting,laughter
come,laughter
um,,laughter
really,laughter
really,laughter
stressful,laughter
stressed,laughter
three,laughter
week,laughter
actually,laughter
left,,laughter
um,,laughter
went,laughter
there,,laughter
like,laughter
made,laughter
agreement,laughter
much,laughter
gonna,laughter
pay,laughter
blah,laughter
blah,laughter
blah,,laughter
got,laughter
everything,laughter
like,laughter
remember,laughter
telling,laughter
needed,laughter
certain,laughter
amount,laughter
and,,laughter
principal,laughter
company,laughter
um,,laughter
know,laughter
the,,laughter
hard,laughter
situation,laughter
'cause,laughter
talked,laughter
talked,laughter
they're,laughter
like,laughter
well,laughter
that's,laughter
much,,laughter
also,,laughter
different,laughter
religion,,laughter
strange,laughter
mean,laughter
one,laughter
religion,laughter
*laughter*,laughter
surrounded,laughter
mormon,laughter
anything,laughter
mormon,laughter
different,laughter
eh,laughter
laughter,eh
laughter,kind
laughter,outsider
laughter,then,
laughter,also
laughter,weather
laughter,absolutely
laughter,awful
laughter,*laughter*,
laughter,would
laughter,say
laughter,that's
laughter,one
laughter,decision
laughter,it's,
laughter,pivotal
laughter,point
laughter,life
laughter,think
laughter,um,
laughter,really
laughter,wish
laughter,stayed
eh,tell
eh,event
eh,something
eh,wish
eh,could
eh,erase
eh,memory
kind,tell
kind,event
kind,something
kind,wish
kind,could
kind,erase
kind,memory
outsider,tell
outsider,event
outsider,something
outsider,wish
outsider,could
outsider,erase
outsider,memory
then,,tell
then,,event
then,,something
then,,wish
then,,could
then,,erase
then,,memory
also,tell
also,event
also,something
also,wish
also,could
also,erase
also,memory
weather,tell
weather,event
weather,something
weather,wish
weather,could
weather,erase
weather,memory
absolutely,tell
absolutely,event
absolutely,something
absolutely,wish
absolutely,could
absolutely,erase
absolutely,memory
awful,tell
awful,event
awful,something
awful,wish
awful,could
awful,erase
awful,memory
*laughter*,,tell
*laughter*,,event
*laughter*,,something
*laughter*,,wish
*laughter*,,could
*laughter*,,erase
*laughter*,,memory
would,tell
would,event
would,something
would,wish
would,could
would,erase
would,memory
say,tell
say,event
say,something
say,wish
say,could
say,erase
say,memory
that's,tell
that's,event
that's,something
that's,wish
that's,could
that's,erase
that's,memory
one,tell
one,event
one,something
one,wish
one,could
one,erase
one,memory
decision,tell
decision,event
decision,something
decision,wish
decision,could
decision,erase
decision,memory
it's,,tell
it's,,event
it's,,something
it's,,wish
it's,,could
it's,,erase
it's,,memory
pivotal,tell
pivotal,event
pivotal,something
pivotal,wish
pivotal,could
pivotal,erase
pivotal,memory
point,tell
point,event
point,something
point,wish
point,could
point,erase
point,memory
life,tell
life,event
life,something
life,wish
life,could
life,erase
life,memory
think,tell
think,event
think,something
think,wish
think,could
think,erase
think,memory
um,,tell
um,,event
um,,something
um,,wish
um,,could
um,,erase
um,,memory
really,tell
really,event
really,something
really,wish
really,could
really,erase
really,memory
wish,tell
wish,event
wish,something
wish,wish
wish,could
wish,erase
wish,memory
stayed,tell
stayed,event
stayed,something
stayed,wish
stayed,could
stayed,erase
stayed,memory
tell,*laughter*
tell,um
tell,well
tell,gonna
tell,erase
tell,something
tell,memory
tell,*laughter*
tell,um
tell,would
tell,probably
tell,say,
tell,*sigh*,
tell,memory,
tell,like
tell,really
tell,could
tell,erase
tell,something
tell,memory
tell,would
tell,want
tell,erase,
tell,saying
event,*laughter*
event,um
event,well
event,gonna
event,erase
event,something
event,memory
event,*laughter*
event,um
event,would
event,probably
event,say,
event,*sigh*,
event,memory,
event,like
event,really
event,could
event,erase
event,something
event,memory
event,would
event,want
event,erase,
event,saying
something,*laughter*
something,um
something,well
something,gonna
something,erase
something,something
something,memory
something,*laughter*
something,um
something,would
something,probably
something,say,
something,*sigh*,
something,memory,
something,like
something,really
something,could
something,erase
something,something
something,memory
something,would
something,want
something,erase,
something,saying
wish,*laughter*
wish,um
wish,well
wish,gonna
wish,erase
wish,something
wish,memory
wish,*laughter*
wish,um
wish,would
wish,probably
wish,say,
wish,*sigh*,
wish,memory,
wish,like
wish,really
wish,could
wish,erase
wish,something
wish,memory
wish,would
wish,want
wish,erase,
wish,saying
could,*laughter*
could,um
could,well
could,gonna
could,erase
could,something
could,memory
could,*laughter*
could,um
could,would
could,probably
could,say,
could,*sigh*,
could,memory,
could,like
could,really
could,could
could,erase
could,something
could,memory
could,would
could,want
could,erase,
could,saying
erase,*laughter*
erase,um
erase,well
erase,gonna
erase,erase
erase,something
erase,memory
erase,*laughter*
erase,um
erase,would
erase,probably
erase,say,
erase,*sigh*,
erase,memory,
erase,like
erase,really
erase,could
erase,erase
erase,something
erase,memory
erase,would
erase,want
erase,erase,
erase,saying
memory,*laughter*
memory,um
memory,well
memory,gonna
memory,erase
memory,something
memory,memory
memory,*laughter*
memory,um
memory,would
memory,probably
memory,say,
memory,*sigh*,
memory,memory,
memory,like
memory,really
memory,could
memory,erase
memory,something
memory,memory
memory,would
memory,want
memory,erase,
memory,saying
*laughter*,uh
*laughter*,huh
um,uh
um,huh
well,uh
well,huh
gonna,uh
gonna,huh
erase,uh
erase,huh
something,uh
something,huh
memory,uh
memory,huh
*laughter*,uh
*laughter*,huh
um,uh
um,huh
would,uh
would,huh
probably,uh
probably,huh
say,,uh
say,,huh
*sigh*,,uh
*sigh*,,huh
memory,,uh
memory,,huh
like,uh
like,huh
really,uh
really,huh
could,uh
could,huh
erase,uh
erase,huh
something,uh
something,huh
memory,uh
memory,huh
would,uh
would,huh
want,uh
want,huh
erase,,uh
erase,,huh
saying,uh
saying,huh
uh,mm
uh,*sigh*,
uh,can't
uh,really
uh,think
uh,anything
uh,mean,
uh,even
uh,like
uh,that,
uh,bad
uh,decision
uh,made,
uh,know
uh,value
uh,*sigh*
uh,can't
uh,really
uh,say
uh,would
uh,want
uh,something
uh,erased
uh,mean
uh,maybe
uh,like
uh,raped
uh,something
huh,mm
huh,*sigh*,
huh,can't
huh,really
huh,think
huh,anything
huh,mean,
huh,even
huh,like
huh,that,
huh,bad
huh,decision
huh,made,
huh,know
huh,value
huh,*sigh*
huh,can't
huh,really
huh,say
huh,would
huh,want
huh,something
huh,erased
huh,mean
huh,maybe
huh,like
huh,raped
huh,something
mm,mm
