today,okay,
today,not,
today,bad
hopefully,okay
soon,okay
*laughter*,,okay
need,okay
get,okay
divorce,okay
we're,okay
still,okay
together,,okay
due,okay
financial,okay
reasons,,okay
yeah,okay
okay,yeah
okay,that's
okay,good
okay,the,
okay,relationship
okay,husband
okay,um,
okay,since
okay,determined
okay,need
okay,divorce,
okay,expect
okay,anything
okay,argue
okay,much
okay,that's
okay,good
yeah,tell
yeah,situation
yeah,wish
yeah,handled
yeah,differently
that's,tell
that's,situation
that's,wish
that's,handled
that's,differently
good,tell
good,situation
good,wish
good,handled
good,differently
the,,tell
the,,situation
the,,wish
the,,handled
the,,differently
relationship,tell
relationship,situation
relationship,wish
relationship,handled
relationship,differently
husband,tell
husband,situation
husband,wish
husband,handled
husband,differently
um,,tell
um,,situation
um,,wish
um,,handled
um,,differently
since,tell
since,situation
since,wish
since,handled
since,differently
determined,tell
determined,situation
determined,wish
determined,handled
determined,differently
need,tell
need,situation
need,wish
need,handled
need,differently
divorce,,tell
divorce,,situation
divorce,,wish
divorce,,handled
divorce,,differently
expect,tell
expect,situation
expect,wish
expect,handled
expect,differently
anything,tell
anything,situation
anything,wish
anything,handled
anything,differently
argue,tell
argue,situation
argue,wish
argue,handled
argue,differently
much,tell
much,situation
much,wish
much,handled
much,differently
that's,tell
that's,situation
that's,wish
that's,handled
that's,differently
good,tell
good,situation
good,wish
good,handled
good,differently
tell,hm,
tell,well,
tell,guess,
tell,marriage,
tell,wish
tell,noticed
tell,early
tell,that,
tell,know
tell,like
tell,way
tell,thought
situation,hm,
situation,well,
situation,guess,
situation,marriage,
situation,wish
situation,noticed
situation,early
situation,that,
situation,know
situation,like
situation,way
situation,thought
wish,hm,
wish,well,
wish,guess,
wish,marriage,
wish,wish
wish,noticed
wish,early
wish,that,
wish,know
wish,like
wish,way
wish,thought
handled,hm,
handled,well,
handled,guess,
handled,marriage,
handled,wish
handled,noticed
handled,early
handled,that,
handled,know
handled,like
handled,way
handled,thought
differently,hm,
differently,well,
differently,guess,
differently,marriage,
differently,wish
differently,noticed
differently,early
differently,that,
differently,know
differently,like
differently,way
differently,thought
hm,,tell
hm,,hardest
hm,,decision
hm,,ever
hm,,make
well,,tell
well,,hardest
well,,decision
well,,ever
well,,make
guess,,tell
guess,,hardest
guess,,decision
guess,,ever
guess,,make
marriage,,tell
marriage,,hardest
marriage,,decision
marriage,,ever
marriage,,make
wish,tell
wish,hardest
wish,decision
wish,ever
wish,make
noticed,tell
noticed,hardest
noticed,decision
noticed,ever
noticed,make
early,tell
early,hardest
early,decision
early,ever
early,make
that,,tell
that,,hardest
that,,decision
that,,ever
that,,make
know,tell
know,hardest
know,decision
know,ever
know,make
like,tell
like,hardest
like,decision
like,ever
like,make
way,tell
way,hardest
way,decision
way,ever
way,make
thought,tell
thought,hardest
thought,decision
thought,ever
thought,make
tell,um
tell,*sigh*
tell,let's
tell,see
tell,oh
tell,god,
tell,hardest
tell,decision,
tell,guess
tell,leaving
tell,first
tell,husband
tell,pretty
tell,hard
hardest,um
hardest,*sigh*
hardest,let's
hardest,see
hardest,oh
hardest,god,
hardest,hardest
hardest,decision,
hardest,guess
hardest,leaving
hardest,first
hardest,husband
hardest,pretty
hardest,hard
decision,um
decision,*sigh*
decision,let's
decision,see
decision,oh
decision,god,
decision,hardest
decision,decision,
decision,guess
decision,leaving
decision,first
decision,husband
decision,pretty
decision,hard
ever,um
ever,*sigh*
ever,let's
ever,see
ever,oh
ever,god,
ever,hardest
ever,decision,
ever,guess
ever,leaving
ever,first
ever,husband
ever,pretty
ever,hard
make,um
make,*sigh*
make,let's
make,see
make,oh
make,god,
make,hardest
make,decision,
make,guess
make,leaving
make,first
make,husband
make,pretty
make,hard
um,tell
*sigh*,tell
let's,tell
see,tell
oh,tell
god,,tell
hardest,tell
decision,,tell
guess,tell
leaving,tell
first,tell
husband,tell
pretty,tell
hard,tell
tell,um
tell,well
tell,know
tell,married
tell,wasn't,
tell,content
tell,guess
tell,could
tell,say,
tell,um
tell,and,
tell,kinda
tell,just,
tell,gave
tell,relationship
tell,and,
tell,look
tell,back
tell,think
tell,because,
tell,wanted,
tell,child
tell,would've
tell,happy
tell,never
tell,any,
tell,uh
tell,since
tell,father,
tell,important,
tell,i,
tell,create
tell,child
tell,someone
tell,really
tell,wanted
tell,father,
tell,kind
tell,of,
tell,age
tell,needed
tell,start
tell,thinking
tell,about,
tell,children,
tell,yet
tell,someone
tell,really
tell,that,
tell,think
tell,that's
tell,one
tell,uh
tell,maybe
tell,core
tell,reason
tell,content
tell,just,
tell,felt
tell,like,
tell,marriage
tell,gonna
tell,work
tell,and,
tell,know
tell,went
tell,therapy
tell,everything
tell,wanna
tell,break
tell,and,
tell,um,
tell,leave
tell,him,
tell,happy
tell,hard
tell,'cause,
tell,know,
tell,felt
tell,like
tell,hurting
tell,know
tell,survived
tell,got
tell,he's
tell,married
tell,two
tell,kid
tell,*laughter*,
tell,*laughter*
tell,um,
tell,was,
tell,hard,
tell,leave
um,tell
um,event
um,something
um,wish
um,could
um,erase
um,memory
well,tell
well,event
well,something
well,wish
well,could
well,erase
well,memory
know,tell
know,event
know,something
know,wish
know,could
know,erase
know,memory
married,tell
married,event
married,something
married,wish
married,could
married,erase
married,memory
wasn't,,tell
wasn't,,event
wasn't,,something
wasn't,,wish
wasn't,,could
wasn't,,erase
wasn't,,memory
content,tell
content,event
content,something
content,wish
content,could
content,erase
content,memory
guess,tell
guess,event
guess,something
guess,wish
guess,could
guess,erase
guess,memory
could,tell
could,event
could,something
could,wish
could,could
could,erase
could,memory
say,,tell
say,,event
say,,something
say,,wish
say,,could
say,,erase
say,,memory
um,tell
um,event
um,something
um,wish
um,could
um,erase
um,memory
and,,tell
and,,event
and,,something
and,,wish
and,,could
and,,erase
and,,memory
kinda,tell
kinda,event
kinda,something
kinda,wish
kinda,could
kinda,erase
kinda,memory
just,,tell
just,,event
just,,something
just,,wish
just,,could
just,,erase
just,,memory
gave,tell
gave,event
gave,something
gave,wish
gave,could
gave,erase
gave,memory
relationship,tell
relationship,event
relationship,something
relationship,wish
relationship,could
relationship,erase
relationship,memory
and,,tell
and,,event
and,,something
and,,wish
and,,could
and,,erase
and,,memory
look,tell
look,event
look,something
look,wish
look,could
look,erase
look,memory
back,tell
back,event
back,something
back,wish
back,could
back,erase
back,memory
think,tell
think,event
think,something
think,wish
think,could
think,erase
think,memory
because,,tell
because,,event
because,,something
because,,wish
because,,could
because,,erase
because,,memory
wanted,,tell
wanted,,event
wanted,,something
wanted,,wish
wanted,,could
wanted,,erase
wanted,,memory
child,tell
child,event
child,something
child,wish
child,could
child,erase
child,memory
would've,tell
would've,event
would've,something
would've,wish
would've,could
would've,erase
would've,memory
happy,tell
happy,event
happy,something
happy,wish
happy,could
happy,erase
happy,memory
never,tell
never,event
never,something
never,wish
never,could
never,erase
never,memory
any,,tell
any,,event
any,,something
any,,wish
any,,could
any,,erase
any,,memory
uh,tell
uh,event
uh,something
uh,wish
uh,could
uh,erase
uh,memory
since,tell
since,event
since,something
since,wish
since,could
since,erase
since,memory
father,,tell
father,,event
father,,something
father,,wish
father,,could
father,,erase
father,,memory
important,,tell
important,,event
important,,something
important,,wish
important,,could
important,,erase
important,,memory
i,,tell
i,,event
i,,something
i,,wish
i,,could
i,,erase
i,,memory
create,tell
create,event
create,something
create,wish
create,could
create,erase
create,memory
child,tell
child,event
child,something
child,wish
child,could
child,erase
child,memory
someone,tell
someone,event
someone,something
someone,wish
someone,could
someone,erase
someone,memory
really,tell
really,event
really,something
really,wish
really,could
really,erase
really,memory
wanted,tell
wanted,event
wanted,something
wanted,wish
wanted,could
wanted,erase
wanted,memory
father,,tell
father,,event
father,,something
father,,wish
father,,could
father,,erase
father,,memory
kind,tell
kind,event
kind,something
kind,wish
kind,could
kind,erase
kind,memory
of,,tell
of,,event
of,,something
of,,wish
of,,could
of,,erase
of,,memory
age,tell
age,event
age,something
age,wish
age,could
age,erase
age,memory
needed,tell
needed,event
needed,something
needed,wish
needed,could
needed,erase
needed,memory
start,tell
start,event
start,something
start,wish
start,could
start,erase
start,memory
thinking,tell
thinking,event
thinking,something
thinking,wish
thinking,could
thinking,erase
thinking,memory
about,,tell
about,,event
about,,something
about,,wish
about,,could
about,,erase
about,,memory
children,,tell
children,,event
children,,something
children,,wish
children,,could
children,,erase
children,,memory
yet,tell
yet,event
yet,something
yet,wish
yet,could
yet,erase
yet,memory
someone,tell
someone,event
someone,something
someone,wish
someone,could
someone,erase
someone,memory
really,tell
really,event
really,something
really,wish
really,could
really,erase
really,memory
that,,tell
that,,event
that,,something
that,,wish
that,,could
that,,erase
that,,memory
think,tell
think,event
think,something
think,wish
think,could
think,erase
think,memory
that's,tell
that's,event
that's,something
that's,wish
that's,could
that's,erase
that's,memory
one,tell
one,event
one,something
one,wish
one,could
one,erase
one,memory
uh,tell
uh,event
uh,something
uh,wish
uh,could
uh,erase
uh,memory
maybe,tell
maybe,event
maybe,something
maybe,wish
maybe,could
maybe,erase
maybe,memory
core,tell
core,event
core,something
core,wish
core,could
core,erase
core,memory
reason,tell
reason,event
reason,something
reason,wish
reason,could
reason,erase
reason,memory
content,tell
content,event
content,something
content,wish
content,could
content,erase
content,memory
just,,tell
just,,event
just,,something
just,,wish
just,,could
just,,erase
just,,memory
felt,tell
felt,event
felt,something
felt,wish
felt,could
felt,erase
felt,memory
like,,tell
like,,event
like,,something
like,,wish
like,,could
like,,erase
like,,memory
marriage,tell
marriage,event
marriage,something
marriage,wish
marriage,could
marriage,erase
marriage,memory
gonna,tell
gonna,event
gonna,something
gonna,wish
gonna,could
gonna,erase
gonna,memory
work,tell
work,event
work,something
work,wish
work,could
work,erase
work,memory
and,,tell
and,,event
and,,something
and,,wish
and,,could
and,,erase
and,,memory
know,tell
know,event
know,something
know,wish
know,could
know,erase
know,memory
went,tell
went,event
went,something
went,wish
went,could
went,erase
went,memory
therapy,tell
therapy,event
therapy,something
therapy,wish
therapy,could
therapy,erase
therapy,memory
everything,tell
everything,event
everything,something
everything,wish
everything,could
everything,erase
everything,memory
wanna,tell
wanna,event
wanna,something
wanna,wish
wanna,could
wanna,erase
wanna,memory
break,tell
break,event
break,something
break,wish
break,could
break,erase
break,memory
and,,tell
and,,event
and,,something
and,,wish
and,,could
and,,erase
and,,memory
um,,tell
um,,event
um,,something
um,,wish
um,,could
um,,erase
um,,memory
leave,tell
leave,event
leave,something
leave,wish
leave,could
leave,erase
leave,memory
him,,tell
him,,event
him,,something
him,,wish
him,,could
him,,erase
him,,memory
happy,tell
happy,event
happy,something
happy,wish
happy,could
happy,erase
happy,memory
hard,tell
hard,event
hard,something
hard,wish
hard,could
hard,erase
hard,memory
'cause,,tell
'cause,,event
'cause,,something
'cause,,wish
'cause,,could
'cause,,erase
'cause,,memory
know,,tell
know,,event
know,,something
know,,wish
know,,could
know,,erase
know,,memory
felt,tell
felt,event
felt,something
felt,wish
felt,could
felt,erase
felt,memory
like,tell
like,event
like,something
like,wish
like,could
like,erase
like,memory
hurting,tell
hurting,event
hurting,something
hurting,wish
hurting,could
hurting,erase
hurting,memory
know,tell
know,event
know,something
know,wish
know,could
know,erase
know,memory
survived,tell
survived,event
survived,something
survived,wish
survived,could
survived,erase
survived,memory
got,tell
got,event
got,something
got,wish
got,could
got,erase
got,memory
he's,tell
he's,event
he's,something
he's,wish
he's,could
he's,erase
he's,memory
married,tell
married,event
married,something
married,wish
married,could
married,erase
married,memory
two,tell
two,event
two,something
two,wish
two,could
two,erase
two,memory
kid,tell
kid,event
kid,something
kid,wish
kid,could
kid,erase
kid,memory
*laughter*,,tell
*laughter*,,event
*laughter*,,something
*laughter*,,wish
*laughter*,,could
*laughter*,,erase
*laughter*,,memory
*laughter*,tell
*laughter*,event
*laughter*,something
*laughter*,wish
*laughter*,could
*laughter*,erase
*laughter*,memory
um,,tell
um,,event
um,,something
um,,wish
um,,could
um,,erase
um,,memory
was,,tell
was,,event
was,,something
was,,wish
was,,could
was,,erase
was,,memory
hard,,tell
hard,,event
hard,,something
hard,,wish
hard,,could
hard,,erase
hard,,memory
leave,tell
leave,event
leave,something
leave,wish
leave,could
leave,erase
leave,memory
tell,mm,
tell,something
tell,wish
tell,could
tell,erase
tell,memory,
tell,think
tell,that,
tell,i'm
tell,sure
tell,there's
tell,something
tell,oh
tell,well,
tell,yeah
tell,there's
tell,um,
tell,guess
tell,it'd
tell,nice
tell,erase,
tell,memory
tell,um
tell,recent
tell,mean
tell,recent
tell,event,
tell,my,
tell,recent
tell,adulthood
tell,culver
tell,city,
tell,one
tell,best
tell,friends,
tell,um,
tell,i've
tell,betrayed
tell,by,
tell,back
tell,year
tell,ago
tell,husband
tell,first
tell,got
tell,real
tell,estate,
tell,family
tell,growing
tell,really
tell,needed
tell,larger
tell,home,
tell,and,
tell,um,
tell,assumed
tell,know
tell,would
tell,use,
tell,husband
tell,agent
tell,sell
tell,current
tell,home
tell,current
tell,time,
tell,purchase
tell,new
tell,home,
tell,turned
tell,out,
tell,surprised
tell,u
tell,and,
tell,talking
tell,local
tell,agent,
tell,uh
tell,yeah,
tell,devastating,
tell,think
tell,ever
tell,betrayed,
tell,like
tell,that,
tell,wish
tell,could
tell,erase
tell,'cause
tell,know
tell,back
tell,kid
tell,really
tell,young,
tell,um,
tell,daughter
tell,time
tell,youngest
tell,daughter
tell,let's
tell,say,
tell,six
tell,maybe,
tell,um,
tell,maybe
tell,five,
tell,anyway
tell,her,
tell,best
tell,friend's,
tell,daughter
tell,age
tell,born
tell,within
tell,day
tell,other,
tell,pregnant
tell,together,
tell,um,
tell,really
tell,tight
tell,two
tell,little
tell,girl
tell,ended
tell,going
tell,elementary
tell,school
tell,get
tell,hang
tell,year
tell,every
tell,time
tell,we'd
tell,run
tell,neighborhood
tell,they'd,
tell,run
tell,summer
tell,camp
tell,something
tell,connected
tell,were,
tell,know
tell,like
tell,two
tell,pea
tell,pod
tell,even
tell,though
tell,her,
tell,mom
tell,talking
tell,anymore,
tell,they're
tell,thirteen
tell,fourteen
tell,they're
tell,middle
tell,school
tell,together,
tell,they're
tell,still
tell,connected
tell,fact
tell,*laughter*,
tell,first
tell,time
tell,spent
tell,night
tell,house
tell,last
tell,night
tell,daughter,
tell,another
tell,girl,
tell,little
tell,awkward
tell,know
tell,'cause
tell,now,
tell,girl
tell,are,
tell,becoming
tell,really
tell,good
tell,friend
tell,better
tell,friends,
tell,um,
tell,yet,
tell,still
tell,this,
tell,vivid,
tell,um,
tell,bad
tell,memory,
tell,her,
tell,mom
tell,to,
event,mm,
event,something
event,wish
event,could
event,erase
event,memory,
event,think
event,that,
event,i'm
event,sure
event,there's
event,something
event,oh
event,well,
event,yeah
event,there's
event,um,
event,guess
event,it'd
event,nice
event,erase,
event,memory
event,um
event,recent
event,mean
event,recent
event,event,
event,my,
event,recent
event,adulthood
event,culver
event,city,
event,one
event,best
event,friends,
event,um,
event,i've
event,betrayed
event,by,
event,back
event,year
event,ago
event,husband
event,first
event,got
event,real
event,estate,
event,family
event,growing
event,really
event,needed
event,larger
event,home,
event,and,
event,um,
event,assumed
event,know
event,would
event,use,
event,husband
event,agent
event,sell
event,current
event,home
event,current
event,time,
event,purchase
event,new
event,home,
event,turned
event,out,
event,surprised
event,u
event,and,
event,talking
event,local
event,agent,
event,uh
event,yeah,
event,devastating,
event,think
event,ever
event,betrayed,
event,like
event,that,
event,wish
event,could
event,erase
event,'cause
event,know
event,back
event,kid
event,really
event,young,
event,um,
event,daughter
event,time
event,youngest
event,daughter
event,let's
event,say,
event,six
event,maybe,
event,um,
event,maybe
event,five,
event,anyway
event,her,
event,best
event,friend's,
event,daughter
event,age
event,born
event,within
event,day
event,other,
event,pregnant
event,together,
event,um,
event,really
event,tight
event,two
event,little
event,girl
event,ended
event,going
event,elementary
event,school
event,get
event,hang
event,year
event,every
event,time
event,we'd
event,run
event,neighborhood
event,they'd,
event,run
event,summer
event,camp
event,something
event,connected
event,were,
event,know
event,like
event,two
event,pea
event,pod
event,even
event,though
event,her,
event,mom
event,talking
event,anymore,
event,they're
event,thirteen
event,fourteen
event,they're
event,middle
event,school
event,together,
event,they're
event,still
event,connected
event,fact
event,*laughter*,
event,first
event,time
event,spent
event,night
event,house
event,last
event,night
event,daughter,
event,another
event,girl,
event,little
event,awkward
event,know
event,'cause
event,now,
event,girl
event,are,
event,becoming
event,really
event,good
event,friend
event,better
event,friends,
event,um,
event,yet,
event,still
event,this,
event,vivid,
event,um,
event,bad
event,memory,
event,her,
event,mom
event,to,
something,mm,
something,something
something,wish
something,could
something,erase
something,memory,
something,think
something,that,
something,i'm
something,sure
something,there's
something,something
something,oh
something,well,
something,yeah
something,there's
something,um,
something,guess
something,it'd
something,nice
something,erase,
something,memory
something,um
something,recent
something,mean
something,recent
something,event,
something,my,
something,recent
something,adulthood
something,culver
something,city,
something,one
something,best
something,friends,
something,um,
something,i've
something,betrayed
something,by,
something,back
something,year
something,ago
something,husband
something,first
something,got
something,real
something,estate,
something,family
something,growing
something,really
something,needed
something,larger
something,home,
something,and,
something,um,
something,assumed
something,know
something,would
something,use,
something,husband
something,agent
something,sell
something,current
something,home
something,current
something,time,
something,purchase
something,new
something,home,
something,turned
something,out,
something,surprised
something,u
something,and,
something,talking
something,local
something,agent,
something,uh
something,yeah,
something,devastating,
something,think
something,ever
something,betrayed,
something,like
something,that,
something,wish
something,could
something,erase
something,'cause
something,know
something,back
something,kid
something,really
something,young,
something,um,
something,daughter
something,time
something,youngest
something,daughter
something,let's
something,say,
something,six
something,maybe,
something,um,
something,maybe
something,five,
something,anyway
something,her,
something,best
something,friend's,
something,daughter
something,age
something,born
something,within
something,day
something,other,
something,pregnant
something,together,
something,um,
something,really
something,tight
something,two
something,little
something,girl
something,ended
something,going
something,elementary
something,school
something,get
something,hang
something,year
something,every
something,time
something,we'd
something,run
something,neighborhood
something,they'd,
something,run
something,summer
something,camp
something,something
something,connected
something,were,
something,know
something,like
something,two
something,pea
something,pod
something,even
something,though
something,her,
something,mom
something,talking
something,anymore,
something,they're
something,thirteen
something,fourteen
something,they're
something,middle
something,school
something,together,
something,they're
something,still
something,connected
something,fact
something,*laughter*,
something,first
something,time
something,spent
something,night
something,house
something,last
something,night
something,daughter,
something,another
something,girl,
something,little
something,awkward
something,know
something,'cause
something,now,
something,girl
something,are,
something,becoming
something,really
something,good
something,friend
something,better
something,friends,
something,um,
something,yet,
something,still
something,this,
something,vivid,
something,um,
something,bad
something,memory,
something,her,
something,mom
something,to,
wish,mm,
wish,something
wish,wish
wish,could
wish,erase
wish,memory,
wish,think
wish,that,
wish,i'm
wish,sure
wish,there's
wish,something
wish,oh
wish,well,
wish,yeah
wish,there's
wish,um,
wish,guess
wish,it'd
wish,nice
wish,erase,
wish,memory
wish,um
wish,recent
wish,mean
wish,recent
wish,event,
wish,my,
wish,recent
wish,adulthood
wish,culver
wish,city,
wish,one
wish,best
wish,friends,
wish,um,
wish,i've
wish,betrayed
wish,by,
wish,back
wish,year
wish,ago
wish,husband
wish,first
wish,got
wish,real
wish,estate,
wish,family
wish,growing
wish,really
wish,needed
wish,larger
wish,home,
wish,and,
wish,um,
wish,assumed
wish,know
wish,would
wish,use,
wish,husband
wish,agent
wish,sell
wish,current
wish,home
wish,current
wish,time,
wish,purchase
wish,new
wish,home,
wish,turned
wish,out,
wish,surprised
wish,u
wish,and,
wish,talking
wish,local
wish,agent,
wish,uh
wish,yeah,
wish,devastating,
wish,think
wish,ever
wish,betrayed,
wish,like
wish,that,
wish,wish
wish,could
wish,erase
wish,'cause
wish,know
wish,back
wish,kid
wish,really
wish,young,
wish,um,
wish,daughter
wish,time
wish,youngest
wish,daughter
wish,let's
wish,say,
wish,six
wish,maybe,
wish,um,
wish,maybe
wish,five,
wish,anyway
wish,her,
wish,best
wish,friend's,
wish,daughter
wish,age
wish,born
wish,within
wish,day
wish,other,
wish,pregnant
wish,together,
wish,um,
wish,really
wish,tight
wish,two
wish,little
wish,girl
wish,ended
wish,going
wish,elementary
wish,school
wish,get
wish,hang
wish,year
wish,every
wish,time
wish,we'd
wish,run
wish,neighborhood
wish,they'd,
wish,run
wish,summer
wish,camp
wish,something
wish,connected
wish,were,
wish,know
wish,like
wish,two
wish,pea
wish,pod
wish,even
wish,though
wish,her,
wish,mom
wish,talking
wish,anymore,
wish,they're
wish,thirteen
wish,fourteen
wish,they're
wish,middle
wish,school
wish,together,
wish,they're
wish,still
wish,connected
wish,fact
wish,*laughter*,
wish,first
wish,time
wish,spent
wish,night
wish,house
wish,last
wish,night
wish,daughter,
wish,another
wish,girl,
wish,little
wish,awkward
wish,know
wish,'cause
wish,now,
wish,girl
wish,are,
wish,becoming
wish,really
wish,good
wish,friend
wish,better
wish,friends,
wish,um,
wish,yet,
wish,still
wish,this,
wish,vivid,
wish,um,
wish,bad
wish,memory,
wish,her,
wish,mom
wish,to,
could,mm,
could,something
could,wish
could,could
could,erase
could,memory,
could,think
could,that,
could,i'm
could,sure
could,there's
could,something
could,oh
could,well,
could,yeah
could,there's
could,um,
could,guess
could,it'd
could,nice
could,erase,
could,memory
could,um
could,recent
could,mean
could,recent
could,event,
could,my,
could,recent
could,adulthood
could,culver
could,city,
could,one
could,best
could,friends,
could,um,
could,i've
could,betrayed
could,by,
could,back
could,year
could,ago
could,husband
could,first
could,got
could,real
could,estate,
could,family
could,growing
could,really
could,needed
could,larger
could,home,
could,and,
could,um,
could,assumed
could,know
could,would
could,use,
could,husband
could,agent
could,sell
could,current
could,home
could,current
could,time,
could,purchase
could,new
could,home,
could,turned
could,out,
could,surprised
could,u
could,and,
could,talking
could,local
could,agent,
could,uh
could,yeah,
could,devastating,
could,think
could,ever
could,betrayed,
could,like
could,that,
could,wish
could,could
could,erase
could,'cause
could,know
could,back
could,kid
could,really
could,young,
could,um,
could,daughter
could,time
could,youngest
could,daughter
could,let's
could,say,
could,six
could,maybe,
could,um,
could,maybe
could,five,
could,anyway
could,her,
could,best
could,friend's,
could,daughter
could,age
could,born
could,within
could,day
could,other,
could,pregnant
could,together,
could,um,
could,really
could,tight
could,two
could,little
could,girl
could,ended
could,going
could,elementary
could,school
could,get
could,hang
could,year
could,every
could,time
could,we'd
could,run
could,neighborhood
could,they'd,
could,run
could,summer
could,camp
could,something
could,connected
could,were,
could,know
could,like
could,two
could,pea
could,pod
could,even
could,though
could,her,
could,mom
could,talking
could,anymore,
could,they're
could,thirteen
could,fourteen
could,they're
could,middle
could,school
could,together,
could,they're
could,still
could,connected
could,fact
could,*laughter*,
could,first
could,time
could,spent
could,night
could,house
could,last
could,night
could,daughter,
could,another
could,girl,
could,little
could,awkward
could,know
could,'cause
could,now,
could,girl
could,are,
could,becoming
could,really
could,good
could,friend
could,better
could,friends,
could,um,
could,yet,
could,still
could,this,
could,vivid,
could,um,
could,bad
could,memory,
could,her,
could,mom
could,to,
erase,mm,
erase,something
erase,wish
erase,could
erase,erase
erase,memory,
erase,think
erase,that,
erase,i'm
erase,sure
erase,there's
erase,something
erase,oh
erase,well,
erase,yeah
erase,there's
erase,um,
erase,guess
erase,it'd
erase,nice
erase,erase,
erase,memory
erase,um
erase,recent
erase,mean
erase,recent
erase,event,
erase,my,
erase,recent
erase,adulthood
erase,culver
erase,city,
erase,one
erase,best
erase,friends,
erase,um,
erase,i've
erase,betrayed
erase,by,
erase,back
erase,year
erase,ago
erase,husband
erase,first
erase,got
erase,real
erase,estate,
erase,family
erase,growing
erase,really
erase,needed
erase,larger
erase,home,
erase,and,
erase,um,
erase,assumed
erase,know
erase,would
erase,use,
erase,husband
erase,agent
erase,sell
erase,current
erase,home
erase,current
erase,time,
erase,purchase
erase,new
erase,home,
erase,turned
erase,out,
erase,surprised
erase,u
erase,and,
erase,talking
erase,local
erase,agent,
erase,uh
erase,yeah,
erase,devastating,
erase,think
erase,ever
erase,betrayed,
erase,like
erase,that,
erase,wish
erase,could
erase,erase
erase,'cause
erase,know
erase,back
erase,kid
erase,really
erase,young,
erase,um,
erase,daughter
erase,time
erase,youngest
erase,daughter
erase,let's
erase,say,
erase,six
erase,maybe,
erase,um,
erase,maybe
erase,five,
erase,anyway
erase,her,
erase,best
erase,friend's,
erase,daughter
erase,age
erase,born
erase,within
erase,day
erase,other,
erase,pregnant
erase,together,
erase,um,
erase,really
erase,tight
erase,two
erase,little
erase,girl
erase,ended
erase,going
erase,elementary
erase,school
erase,get
erase,hang
erase,year
erase,every
erase,time
erase,we'd
erase,run
erase,neighborhood
erase,they'd,
erase,run
erase,summer
erase,camp
erase,something
erase,connected
erase,were,
erase,know
erase,like
erase,two
erase,pea
erase,pod
erase,even
erase,though
erase,her,
erase,mom
erase,talking
erase,anymore,
erase,they're
erase,thirteen
erase,fourteen
erase,they're
erase,middle
erase,school
erase,together,
erase,they're
erase,still
erase,connected
erase,fact
erase,*laughter*,
erase,first
erase,time
erase,spent
erase,night
erase,house
erase,last
erase,night
erase,daughter,
erase,another
erase,girl,
erase,little
erase,awkward
erase,know
erase,'cause
erase,now,
erase,girl
erase,are,
erase,becoming
erase,really
erase,good
erase,friend
erase,better
erase,friends,
erase,um,
erase,yet,
erase,still
erase,this,
erase,vivid,
erase,um,
erase,bad
erase,memory,
erase,her,
erase,mom
erase,to,
memory,mm,
memory,something
memory,wish
memory,could
memory,erase
memory,memory,
memory,think
memory,that,
memory,i'm
memory,sure
memory,there's
memory,something
memory,oh
memory,well,
memory,yeah
memory,there's
memory,um,
memory,guess
memory,it'd
memory,nice
memory,erase,
memory,memory
memory,um
memory,recent
memory,mean
memory,recent
memory,event,
memory,my,
memory,recent
memory,adulthood
memory,culver
memory,city,
memory,one
memory,best
memory,friends,
memory,um,
memory,i've
memory,betrayed
memory,by,
memory,back
memory,year
memory,ago
memory,husband
memory,first
memory,got
memory,real
memory,estate,
memory,family
memory,growing
memory,really
memory,needed
memory,larger
memory,home,
memory,and,
memory,um,
memory,assumed
memory,know
memory,would
memory,use,
memory,husband
memory,agent
memory,sell
memory,current
memory,home
memory,current
memory,time,
memory,purchase
memory,new
memory,home,
memory,turned
memory,out,
memory,surprised
memory,u
memory,and,
memory,talking
memory,local
memory,agent,
memory,uh
memory,yeah,
memory,devastating,
memory,think
memory,ever
memory,betrayed,
memory,like
memory,that,
memory,wish
memory,could
memory,erase
memory,'cause
memory,know
memory,back
memory,kid
memory,really
memory,young,
memory,um,
memory,daughter
memory,time
memory,youngest
memory,daughter
memory,let's
memory,say,
memory,six
memory,maybe,
memory,um,
memory,maybe
memory,five,
memory,anyway
memory,her,
memory,best
memory,friend's,
memory,daughter
memory,age
memory,born
memory,within
memory,day
memory,other,
memory,pregnant
memory,together,
memory,um,
memory,really
memory,tight
memory,two
memory,little
memory,girl
memory,ended
memory,going
memory,elementary
memory,school
memory,get
memory,hang
memory,year
memory,every
memory,time
memory,we'd
memory,run
memory,neighborhood
memory,they'd,
memory,run
memory,summer
memory,camp
memory,something
memory,connected
memory,were,
memory,know
memory,like
memory,two
memory,pea
memory,pod
memory,even
memory,though
memory,her,
memory,mom
memory,talking
memory,anymore,
memory,they're
memory,thirteen
memory,fourteen
memory,they're
memory,middle
memory,school
memory,together,
memory,they're
memory,still
memory,connected
memory,fact
memory,*laughter*,
memory,first
memory,time
memory,spent
memory,night
memory,house
memory,last
memory,night
memory,daughter,
memory,another
memory,girl,
memory,little
memory,awkward
memory,know
memory,'cause
memory,now,
memory,girl
memory,are,
memory,becoming
memory,really
memory,good
memory,friend
memory,better
memory,friends,
memory,um,
memory,yet,
memory,still
memory,this,
memory,vivid,
memory,um,
memory,bad
memory,memory,
memory,her,
memory,mom
memory,to,
mm,,yeah
something,yeah
wish,yeah
could,yeah
erase,yeah
memory,,yeah
think,yeah
that,,yeah
i'm,yeah
sure,yeah
there's,yeah
something,yeah
