today,alright
actually,,describe
missing,would
missing,best
missing,friend
missing,describe
somebody,would
somebody,best
somebody,friend
somebody,describe
give,would
give,best
give,friend
give,describe
specific,would
specific,best
specific,friend
specific,describe
characteristic,would
characteristic,best
characteristic,friend
characteristic,describe
height,would
height,best
height,friend
height,describe
weight,would
weight,best
weight,friend
weight,describe
etcetera,would
etcetera,best
etcetera,friend
etcetera,describe
would,best
would,friend
best,best
best,friend
friend,best
friend,friend
describe,best
describe,friend
best,would
best,say
best,best
best,quality
friend,would
friend,say
friend,best
friend,quality
would,uh,
would,i'm
would,uh
would,bright,
would,i'm
would,a,
would,perfectionist
would,job,
would,i'd
would,say
would,that's
say,uh,
say,i'm
say,uh
say,bright,
say,i'm
say,a,
say,perfectionist
say,job,
say,i'd
say,say
say,that's
best,uh,
best,i'm
best,uh
best,bright,
best,i'm
best,a,
best,perfectionist
best,job,
best,i'd
best,say
best,that's
quality,uh,
quality,i'm
quality,uh
quality,bright,
quality,i'm
quality,a,
quality,perfectionist
quality,job,
quality,i'd
quality,say
quality,that's
uh,,proud
uh,,life
i'm,proud
i'm,life
uh,proud
uh,life
bright,,proud
bright,,life
i'm,proud
i'm,life
a,,proud
a,,life
perfectionist,proud
perfectionist,life
job,,proud
job,,life
i'd,proud
i'd,life
say,proud
say,life
that's,proud
that's,life
proud,got
proud,business
proud,degree
proud,i've
proud,never
proud,motivated
proud,person
proud,went
proud,school
proud,went
proud,to,
proud,two
proud,state
proud,college
proud,two,
proud,junior
proud,college
proud,meet
proud,end
proud,believe
proud,probably
proud,significant
proud,contribution
proud,contribution
proud,made
proud,my,
proud,know
proud,uh
proud,guess
proud,self
proud,esteem
proud,might
proud,say
proud,something
proud,hang
proud,wall
life,got
life,business
life,degree
life,i've
life,never
life,motivated
life,person
life,went
life,school
life,went
life,to,
life,two
life,state
life,college
life,two,
life,junior
life,college
life,meet
life,end
life,believe
life,probably
life,significant
life,contribution
life,contribution
life,made
life,my,
life,know
life,uh
life,guess
life,self
life,esteem
life,might
life,say
life,something
life,hang
life,wall
got,anything
got,regret
business,anything
business,regret
degree,anything
degree,regret
i've,anything
i've,regret
never,anything
never,regret
motivated,anything
motivated,regret
person,anything
person,regret
went,anything
went,regret
school,anything
school,regret
went,anything
went,regret
to,,anything
to,,regret
two,anything
two,regret
state,anything
state,regret
college,anything
college,regret
two,,anything
two,,regret
junior,anything
junior,regret
college,anything
college,regret
meet,anything
meet,regret
end,anything
end,regret
believe,anything
believe,regret
probably,anything
probably,regret
significant,anything
significant,regret
contribution,anything
contribution,regret
contribution,anything
contribution,regret
made,anything
made,regret
my,,anything
my,,regret
know,anything
know,regret
uh,anything
uh,regret
guess,anything
guess,regret
self,anything
self,regret
esteem,anything
esteem,regret
might,anything
might,regret
say,anything
say,regret
something,anything
something,regret
hang,anything
hang,regret
wall,anything
wall,regret
anything,yeah
anything,regret
anything,know,
anything,alienating
anything,family
anything,member
regret,yeah
regret,regret
regret,know,
regret,alienating
regret,family
regret,member
yeah,advice
yeah,would
yeah,give
yeah,ten
yeah,twenty
yeah,year
yeah,ago
regret,advice
regret,would
regret,give
regret,ten
regret,twenty
regret,year
regret,ago
know,,advice
know,,would
know,,give
know,,ten
know,,twenty
know,,year
know,,ago
alienating,advice
alienating,would
alienating,give
alienating,ten
alienating,twenty
alienating,year
alienating,ago
family,advice
family,would
family,give
family,ten
family,twenty
family,year
family,ago
member,advice
member,would
member,give
member,ten
member,twenty
member,year
member,ago
advice,would've
advice,uh,
advice,basically
advice,impetuous
advice,left
advice,left
advice,job
advice,thinking
advice,thinking
advice,that,
advice,know
advice,could
advice,always
advice,get
advice,another
advice,one
advice,know,
advice,basically
advice,blow
advice,job
advice,could
advice,probably
advice,work
advice,one
advice,employer
advice,used
advice,work
advice,now,
advice,they've
advice,added
advice,location
advice,burned
advice,bridge
advice,that's
advice,possible
would,would've
would,uh,
would,basically
would,impetuous
would,left
would,left
would,job
would,thinking
would,thinking
would,that,
would,know
would,could
would,always
would,get
would,another
would,one
would,know,
would,basically
would,blow
would,job
would,could
would,probably
would,work
would,one
would,employer
would,used
would,work
would,now,
would,they've
would,added
would,location
would,burned
would,bridge
would,that's
would,possible
give,would've
give,uh,
give,basically
give,impetuous
give,left
give,left
give,job
give,thinking
give,thinking
give,that,
give,know
give,could
give,always
give,get
give,another
give,one
give,know,
give,basically
give,blow
give,job
give,could
give,probably
give,work
give,one
give,employer
give,used
give,work
give,now,
give,they've
give,added
give,location
give,burned
give,bridge
give,that's
give,possible
ten,would've
ten,uh,
ten,basically
ten,impetuous
ten,left
ten,left
ten,job
ten,thinking
ten,thinking
ten,that,
ten,know
ten,could
ten,always
ten,get
ten,another
ten,one
ten,know,
ten,basically
ten,blow
ten,job
ten,could
ten,probably
ten,work
ten,one
ten,employer
ten,used
ten,work
ten,now,
ten,they've
ten,added
ten,location
ten,burned
ten,bridge
ten,that's
ten,possible
twenty,would've
twenty,uh,
twenty,basically
twenty,impetuous
twenty,left
twenty,left
twenty,job
twenty,thinking
twenty,thinking
twenty,that,
twenty,know
twenty,could
twenty,always
twenty,get
twenty,another
twenty,one
twenty,know,
twenty,basically
twenty,blow
twenty,job
twenty,could
twenty,probably
twenty,work
twenty,one
twenty,employer
twenty,used
twenty,work
twenty,now,
twenty,they've
twenty,added
twenty,location
twenty,burned
twenty,bridge
twenty,that's
twenty,possible
year,would've
year,uh,
year,basically
year,impetuous
year,left
year,left
year,job
year,thinking
year,thinking
year,that,
year,know
year,could
year,always
year,get
year,another
year,one
year,know,
year,basically
year,blow
year,job
year,could
year,probably
year,work
year,one
year,employer
year,used
year,work
year,now,
year,they've
year,added
year,location
year,burned
year,bridge
year,that's
year,possible
ago,would've
ago,uh,
ago,basically
ago,impetuous
ago,left
ago,left
ago,job
ago,thinking
ago,thinking
ago,that,
ago,know
ago,could
ago,always
ago,get
ago,another
ago,one
ago,know,
ago,basically
ago,blow
ago,job
ago,could
ago,probably
ago,work
ago,one
ago,employer
ago,used
ago,work
ago,now,
ago,they've
ago,added
ago,location
ago,burned
ago,bridge
ago,that's
ago,possible
would've,mhm
uh,,mhm
basically,mhm
impetuous,mhm
left,mhm
left,mhm
job,mhm
thinking,mhm
thinking,mhm
that,,mhm
know,mhm
could,mhm
always,mhm
get,mhm
another,mhm
one,mhm
know,,mhm
basically,mhm
blow,mhm
job,mhm
could,mhm
probably,mhm
work,mhm
one,mhm
employer,mhm
used,mhm
work,mhm
now,,mhm
they've,mhm
added,mhm
location,mhm
burned,mhm
bridge,mhm
that's,mhm
possible,mhm
mhm,thank
thank,thank
