today,fine
hard,sense
bad,make
bad,sense
workout,make
workout,sense
know,make
know,sense
eh,make
eh,sense
hard,,make
hard,,sense
guess,make
guess,sense
moderately,make
moderately,sense
make,thank
sense,thank
thank,feel
thank,way
thank,often
feel,yes
way,yes
often,yes
yes,i'm
yes,sorry
i'm,okay
sorry,okay
okay,like
okay,sleep
okay,well
like,i'm
like,probably
like,like
like,now,
like,normal
like,think
like,happy
like,everything
like,still
like,pretty
like,okay
like,still
like,function
sleep,i'm
sleep,probably
sleep,like
sleep,now,
sleep,normal
sleep,think
sleep,happy
sleep,everything
sleep,still
sleep,pretty
sleep,okay
sleep,still
sleep,function
well,i'm
well,probably
well,like
well,now,
well,normal
well,think
well,happy
well,everything
well,still
well,pretty
well,okay
well,still
well,function
i'm,noticed
i'm,change
i'm,behavior
i'm,thought
i'm,lately
probably,noticed
probably,change
probably,behavior
probably,thought
probably,lately
like,noticed
like,change
like,behavior
like,thought
like,lately
now,,noticed
now,,change
now,,behavior
now,,thought
now,,lately
normal,noticed
normal,change
normal,behavior
normal,thought
normal,lately
think,noticed
think,change
think,behavior
think,thought
think,lately
happy,noticed
happy,change
happy,behavior
happy,thought
happy,lately
everything,noticed
everything,change
everything,behavior
everything,thought
everything,lately
still,noticed
still,change
still,behavior
still,thought
still,lately
pretty,noticed
pretty,change
pretty,behavior
pretty,thought
pretty,lately
okay,noticed
okay,change
okay,behavior
okay,thought
okay,lately
still,noticed
still,change
still,behavior
still,thought
still,lately
function,noticed
function,change
function,behavior
function,thought
function,lately
noticed,no,
noticed,maybe
noticed,slightly
change,no,
change,maybe
change,slightly
behavior,no,
behavior,maybe
behavior,slightly
thought,no,
thought,maybe
thought,slightly
lately,no,
lately,maybe
lately,slightly
no,,okay
maybe,okay
slightly,okay
okay,sorry,
okay,no,
okay,yes,
okay,yes
okay,change
okay,thought
sorry,,tell
no,,tell
yes,,tell
yes,tell
change,tell
thought,tell
tell,um
tell,applying
tell,grad
tell,school
tell,awhile
tell,slightly
tell,apprehensive
tell,happy
tell,look
tell,good
tell,apprehensive
tell,might
tell,good
tell,thing
tell,like
um,hard
applying,hard
grad,hard
school,hard
awhile,hard
slightly,hard
apprehensive,hard
happy,hard
look,hard
good,hard
apprehensive,hard
might,hard
good,hard
thing,hard
like,hard
hard,mean
hard,case
hard,know
hard,computer
hard,hard
hard,deal
hard,thought
hard,hard
hard,go
hard,grad
hard,school
mean,yes
case,yes
know,yes
computer,yes
hard,yes
deal,yes
thought,yes
hard,yes
go,yes
grad,yes
school,yes
yes,understand
understand,talk
understand,later
talk,okay,
talk,agree
later,okay,
later,agree
okay,,anything
okay,,regret
agree,anything
agree,regret
anything,really
regret,really
really,advice
really,would
really,give
really,ten
really,twenty
really,year
really,ago
advice,probably
advice,keep
advice,even
advice,though
advice,i'm
advice,old
advice,believe
advice,um,
advice,twenty
advice,year
advice,ago
advice,probably
advice,fifteen
advice,yeah
advice,yeah
advice,fifteen,
advice,um
advice,keep
advice,think
advice,lucky
advice,fortunate
advice,way
advice,worked
advice,worked
advice,little
advice,bit
advice,different
advice,think
advice,it'd
advice,worked
advice,well,
advice,even
advice,though
advice,perfect
advice,think
advice,i'm
advice,really
advice,well
advice,personally
would,probably
would,keep
would,even
would,though
would,i'm
would,old
would,believe
would,um,
would,twenty
would,year
would,ago
would,probably
would,fifteen
would,yeah
would,yeah
would,fifteen,
would,um
would,keep
would,think
would,lucky
would,fortunate
would,way
would,worked
would,worked
would,little
would,bit
would,different
would,think
would,it'd
would,worked
would,well,
would,even
would,though
would,perfect
would,think
would,i'm
would,really
would,well
would,personally
give,probably
give,keep
give,even
give,though
give,i'm
give,old
give,believe
give,um,
give,twenty
give,year
give,ago
give,probably
give,fifteen
give,yeah
give,yeah
give,fifteen,
give,um
give,keep
give,think
give,lucky
give,fortunate
give,way
give,worked
give,worked
give,little
give,bit
give,different
give,think
give,it'd
give,worked
give,well,
give,even
give,though
give,perfect
give,think
give,i'm
give,really
give,well
give,personally
ten,probably
ten,keep
ten,even
ten,though
ten,i'm
ten,old
ten,believe
ten,um,
ten,twenty
ten,year
ten,ago
ten,probably
ten,fifteen
ten,yeah
ten,yeah
ten,fifteen,
ten,um
ten,keep
ten,think
ten,lucky
ten,fortunate
ten,way
ten,worked
ten,worked
ten,little
ten,bit
ten,different
ten,think
ten,it'd
ten,worked
ten,well,
ten,even
ten,though
ten,perfect
ten,think
ten,i'm
ten,really
ten,well
ten,personally
twenty,probably
twenty,keep
twenty,even
twenty,though
twenty,i'm
twenty,old
twenty,believe
twenty,um,
twenty,twenty
twenty,year
twenty,ago
twenty,probably
twenty,fifteen
twenty,yeah
twenty,yeah
twenty,fifteen,
twenty,um
twenty,keep
twenty,think
twenty,lucky
twenty,fortunate
twenty,way
twenty,worked
twenty,worked
twenty,little
twenty,bit
twenty,different
twenty,think
twenty,it'd
twenty,worked
twenty,well,
twenty,even
twenty,though
twenty,perfect
twenty,think
twenty,i'm
twenty,really
twenty,well
twenty,personally
year,probably
year,keep
year,even
year,though
year,i'm
year,old
year,believe
year,um,
year,twenty
year,year
year,ago
year,probably
year,fifteen
year,yeah
year,yeah
year,fifteen,
year,um
year,keep
year,think
year,lucky
year,fortunate
year,way
year,worked
year,worked
year,little
year,bit
year,different
year,think
year,it'd
year,worked
year,well,
year,even
year,though
year,perfect
year,think
year,i'm
year,really
year,well
year,personally
ago,probably
ago,keep
ago,even
ago,though
ago,i'm
ago,old
ago,believe
ago,um,
ago,twenty
ago,year
ago,ago
ago,probably
ago,fifteen
ago,yeah
ago,yeah
ago,fifteen,
ago,um
ago,keep
ago,think
ago,lucky
ago,fortunate
ago,way
ago,worked
ago,worked
ago,little
ago,bit
ago,different
ago,think
ago,it'd
ago,worked
ago,well,
ago,even
ago,though
ago,perfect
ago,think
ago,i'm
ago,really
ago,well
ago,personally
probably,understand
keep,understand
even,understand
though,understand
i'm,understand
old,understand
believe,understand
um,,understand
twenty,understand
year,understand
ago,understand
probably,understand
fifteen,understand
yeah,understand
yeah,understand
fifteen,,understand
um,understand
keep,understand
think,understand
lucky,understand
fortunate,understand
way,understand
worked,understand
worked,understand
little,understand
bit,understand
different,understand
think,understand
it'd,understand
worked,understand
well,,understand
even,understand
though,understand
perfect,understand
think,understand
i'm,understand
really,understand
well,understand
personally,understand
understand,thank
thank,thank
