today,fine
relationship,quick
relationship,temper
relationship,think
relationship,i've
relationship,got
relationship,little
relationship,bit
relationship,distance
relationship,see
relationship,best
relationship,could,
relationship,um
relationship,*sigh*,
relationship,love
relationship,sibling
relationship,i,
relationship,little
relationship,sister
relationship,get
relationship,along
relationship,really
relationship,well
relationship,she's,
relationship,four
relationship,year
relationship,younger
relationship,me,
relationship,when,
relationship,around
relationship,twelve
relationship,around
relationship,sixteen
relationship,really
relationship,difficult
relationship,'cause
relationship,really
relationship,harsh
relationship,temper
relationship,always
relationship,moody
relationship,and,
relationship,wasn't,
relationship,place
relationship,patient
relationship,sort
relationship,stuff
relationship,fought
relationship,time
relationship,anymore,
relationship,that's
relationship,really
relationship,great,
relationship,and,
relationship,get
relationship,along
relationship,okay
relationship,uh,
relationship,older
relationship,little
relationship,brother
relationship,who's
relationship,fifteen
relationship,think
relationship,get
relationship,along
relationship,pretty
relationship,well
relationship,youngest
relationship,brother
relationship,who's
relationship,twelve
family,uh
family,well
family,relationship
family,mom
family,lot
family,better
family,live
family,home,
family,um
family,used
family,really
family,frustrated
family,time
family,'cause
family,really
family,quick
family,temper
family,think
family,i've
family,got
family,little
family,bit
family,distance
family,see
family,best
family,could,
family,um
family,*sigh*,
family,love
family,sibling
family,i,
family,little
family,sister
family,get
family,along
family,really
family,well
family,she's,
family,four
family,year
family,younger
family,me,
family,when,
family,around
family,twelve
family,around
family,sixteen
family,really
family,difficult
family,'cause
family,really
family,harsh
family,temper
family,always
family,moody
family,and,
family,wasn't,
family,place
family,patient
family,sort
family,stuff
family,fought
family,time
family,anymore,
family,that's
family,really
family,great,
family,and,
family,get
family,along
family,okay
family,uh,
family,older
family,little
family,brother
family,who's
family,fifteen
family,think
family,get
family,along
family,pretty
family,well
family,youngest
family,brother
family,who's
family,twelve
uh,who's
uh,someone
uh,that's
uh,positive
uh,influence
uh,life
well,who's
well,someone
well,that's
well,positive
well,influence
well,life
relationship,who's
relationship,someone
relationship,that's
relationship,positive
relationship,influence
relationship,life
mom,who's
mom,someone
mom,that's
mom,positive
mom,influence
mom,life
lot,who's
lot,someone
lot,that's
lot,positive
lot,influence
lot,life
better,who's
better,someone
better,that's
better,positive
better,influence
better,life
live,who's
live,someone
live,that's
live,positive
live,influence
live,life
home,,who's
home,,someone
home,,that's
home,,positive
home,,influence
home,,life
um,who's
um,someone
um,that's
um,positive
um,influence
um,life
used,who's
used,someone
used,that's
used,positive
used,influence
used,life
really,who's
really,someone
really,that's
really,positive
really,influence
really,life
frustrated,who's
frustrated,someone
frustrated,that's
frustrated,positive
frustrated,influence
frustrated,life
time,who's
time,someone
time,that's
time,positive
time,influence
time,life
'cause,who's
'cause,someone
'cause,that's
'cause,positive
'cause,influence
'cause,life
really,who's
really,someone
really,that's
really,positive
really,influence
really,life
quick,who's
quick,someone
quick,that's
quick,positive
quick,influence
quick,life
temper,who's
temper,someone
temper,that's
temper,positive
temper,influence
temper,life
think,who's
think,someone
think,that's
think,positive
think,influence
think,life
i've,who's
i've,someone
i've,that's
i've,positive
i've,influence
i've,life
got,who's
got,someone
got,that's
got,positive
got,influence
got,life
little,who's
little,someone
little,that's
little,positive
little,influence
little,life
bit,who's
bit,someone
bit,that's
bit,positive
bit,influence
bit,life
distance,who's
distance,someone
distance,that's
distance,positive
distance,influence
distance,life
see,who's
see,someone
see,that's
see,positive
see,influence
see,life
best,who's
best,someone
best,that's
best,positive
best,influence
best,life
could,,who's
could,,someone
could,,that's
could,,positive
could,,influence
could,,life
um,who's
um,someone
um,that's
um,positive
um,influence
um,life
*sigh*,,who's
*sigh*,,someone
*sigh*,,that's
*sigh*,,positive
*sigh*,,influence
*sigh*,,life
love,who's
love,someone
love,that's
love,positive
love,influence
love,life
sibling,who's
sibling,someone
sibling,that's
sibling,positive
sibling,influence
sibling,life
i,,who's
i,,someone
i,,that's
i,,positive
i,,influence
i,,life
little,who's
little,someone
little,that's
little,positive
little,influence
little,life
sister,who's
sister,someone
sister,that's
sister,positive
sister,influence
sister,life
get,who's
get,someone
get,that's
get,positive
get,influence
get,life
along,who's
along,someone
along,that's
along,positive
along,influence
along,life
really,who's
really,someone
really,that's
really,positive
really,influence
really,life
well,who's
well,someone
well,that's
well,positive
well,influence
well,life
she's,,who's
she's,,someone
she's,,that's
she's,,positive
she's,,influence
she's,,life
four,who's
four,someone
four,that's
four,positive
four,influence
four,life
year,who's
year,someone
year,that's
year,positive
year,influence
year,life
younger,who's
younger,someone
younger,that's
younger,positive
younger,influence
younger,life
me,,who's
me,,someone
me,,that's
me,,positive
me,,influence
me,,life
when,,who's
when,,someone
when,,that's
when,,positive
when,,influence
when,,life
around,who's
around,someone
around,that's
around,positive
around,influence
around,life
twelve,who's
twelve,someone
twelve,that's
twelve,positive
twelve,influence
twelve,life
around,who's
around,someone
around,that's
around,positive
around,influence
around,life
sixteen,who's
sixteen,someone
sixteen,that's
sixteen,positive
sixteen,influence
sixteen,life
really,who's
really,someone
really,that's
really,positive
really,influence
really,life
difficult,who's
difficult,someone
difficult,that's
difficult,positive
difficult,influence
difficult,life
'cause,who's
'cause,someone
'cause,that's
'cause,positive
'cause,influence
'cause,life
really,who's
really,someone
really,that's
really,positive
really,influence
really,life
harsh,who's
harsh,someone
harsh,that's
harsh,positive
harsh,influence
harsh,life
temper,who's
temper,someone
temper,that's
temper,positive
temper,influence
temper,life
always,who's
always,someone
always,that's
always,positive
always,influence
always,life
moody,who's
moody,someone
moody,that's
moody,positive
moody,influence
moody,life
and,,who's
and,,someone
and,,that's
and,,positive
and,,influence
and,,life
wasn't,,who's
wasn't,,someone
wasn't,,that's
wasn't,,positive
wasn't,,influence
wasn't,,life
place,who's
place,someone
place,that's
place,positive
place,influence
place,life
patient,who's
patient,someone
patient,that's
patient,positive
patient,influence
patient,life
sort,who's
sort,someone
sort,that's
sort,positive
sort,influence
sort,life
stuff,who's
stuff,someone
stuff,that's
stuff,positive
stuff,influence
stuff,life
fought,who's
fought,someone
fought,that's
fought,positive
fought,influence
fought,life
time,who's
time,someone
time,that's
time,positive
time,influence
time,life
anymore,,who's
anymore,,someone
anymore,,that's
anymore,,positive
anymore,,influence
anymore,,life
that's,who's
that's,someone
that's,that's
that's,positive
that's,influence
that's,life
really,who's
really,someone
really,that's
really,positive
really,influence
really,life
great,,who's
great,,someone
great,,that's
great,,positive
great,,influence
great,,life
and,,who's
and,,someone
and,,that's
and,,positive
and,,influence
and,,life
get,who's
get,someone
get,that's
get,positive
get,influence
get,life
along,who's
along,someone
along,that's
along,positive
along,influence
along,life
okay,who's
okay,someone
okay,that's
okay,positive
okay,influence
okay,life
uh,,who's
uh,,someone
uh,,that's
uh,,positive
uh,,influence
uh,,life
older,who's
older,someone
older,that's
older,positive
older,influence
older,life
little,who's
little,someone
little,that's
little,positive
little,influence
little,life
brother,who's
brother,someone
brother,that's
brother,positive
brother,influence
brother,life
who's,who's
who's,someone
who's,that's
who's,positive
who's,influence
who's,life
fifteen,who's
fifteen,someone
fifteen,that's
fifteen,positive
fifteen,influence
fifteen,life
think,who's
think,someone
think,that's
think,positive
think,influence
think,life
get,who's
get,someone
get,that's
get,positive
get,influence
get,life
along,who's
along,someone
along,that's
along,positive
along,influence
along,life
pretty,who's
pretty,someone
pretty,that's
pretty,positive
pretty,influence
pretty,life
well,who's
well,someone
well,that's
well,positive
well,influence
well,life
youngest,who's
youngest,someone
youngest,that's
youngest,positive
youngest,influence
youngest,life
brother,who's
brother,someone
brother,that's
brother,positive
brother,influence
brother,life
who's,who's
who's,someone
who's,that's
who's,positive
who's,influence
who's,life
twelve,who's
twelve,someone
twelve,that's
twelve,positive
twelve,influence
twelve,life
who's,,
who's,one
who's,first
who's,first
who's,one
who's,first
who's,philosophy
who's,professor
who's,really
who's,loved
who's,class
who's,really
who's,good,
who's,uh
who's,class
who's,professor
who's,really
who's,cared
who's,and,
who's,really
who's,engaged
who's,people
who's,really
who's,motivating
who's,since
who's,class
who's,like
someone,,
someone,one
someone,first
someone,first
someone,one
someone,first
someone,philosophy
someone,professor
someone,really
someone,loved
someone,class
someone,really
someone,good,
someone,uh
someone,class
someone,professor
someone,really
someone,cared
someone,and,
someone,really
someone,engaged
someone,people
someone,really
someone,motivating
someone,since
someone,class
someone,like
that's,,
that's,one
that's,first
that's,first
that's,one
that's,first
that's,philosophy
that's,professor
that's,really
that's,loved
that's,class
that's,really
that's,good,
that's,uh
that's,class
that's,professor
that's,really
that's,cared
that's,and,
that's,really
that's,engaged
that's,people
that's,really
that's,motivating
that's,since
that's,class
that's,like
positive,,
positive,one
positive,first
positive,first
positive,one
positive,first
positive,philosophy
positive,professor
positive,really
positive,loved
positive,class
positive,really
positive,good,
positive,uh
positive,class
positive,professor
positive,really
positive,cared
positive,and,
positive,really
positive,engaged
positive,people
positive,really
positive,motivating
positive,since
positive,class
positive,like
influence,,
influence,one
influence,first
influence,first
influence,one
influence,first
influence,philosophy
influence,professor
influence,really
influence,loved
influence,class
influence,really
influence,good,
influence,uh
influence,class
influence,professor
influence,really
influence,cared
influence,and,
influence,really
influence,engaged
influence,people
influence,really
influence,motivating
influence,since
influence,class
influence,like
life,,
life,one
life,first
life,first
life,one
life,first
life,philosophy
life,professor
life,really
life,loved
life,class
life,really
life,good,
life,uh
life,class
life,professor
life,really
life,cared
life,and,
life,really
life,engaged
life,people
life,really
life,motivating
life,since
life,class
life,like
,,easy
,,get
,,good
,,night's
,,sleep
one,easy
one,get
one,good
one,night's
one,sleep
first,easy
first,get
first,good
first,night's
first,sleep
first,easy
first,get
first,good
first,night's
first,sleep
one,easy
one,get
one,good
one,night's
one,sleep
first,easy
first,get
first,good
first,night's
first,sleep
philosophy,easy
philosophy,get
philosophy,good
philosophy,night's
philosophy,sleep
professor,easy
professor,get
professor,good
professor,night's
professor,sleep
really,easy
really,get
really,good
really,night's
really,sleep
loved,easy
loved,get
loved,good
loved,night's
loved,sleep
class,easy
class,get
class,good
class,night's
class,sleep
really,easy
really,get
really,good
really,night's
really,sleep
good,,easy
good,,get
good,,good
good,,night's
good,,sleep
uh,easy
uh,get
uh,good
uh,night's
uh,sleep
class,easy
class,get
class,good
class,night's
class,sleep
professor,easy
professor,get
professor,good
professor,night's
professor,sleep
really,easy
really,get
really,good
really,night's
really,sleep
cared,easy
cared,get
cared,good
cared,night's
cared,sleep
and,,easy
and,,get
and,,good
and,,night's
and,,sleep
really,easy
really,get
really,good
really,night's
really,sleep
engaged,easy
engaged,get
engaged,good
engaged,night's
engaged,sleep
people,easy
people,get
people,good
people,night's
people,sleep
really,easy
really,get
really,good
really,night's
really,sleep
motivating,easy
motivating,get
motivating,good
motivating,night's
motivating,sleep
since,easy
since,get
since,good
since,night's
since,sleep
class,easy
class,get
class,good
class,night's
class,sleep
like,easy
like,get
like,good
like,night's
like,sleep
easy,think
easy,pretty
easy,easy
easy,mean
easy,sometimes
easy,i'll
easy,trouble
easy,going
easy,sleep
easy,but,
easy,generally
easy,bad
easy,think
easy,usually
easy,harder
easy,wake
easy,morning
get,think
get,pretty
get,easy
get,mean
get,sometimes
get,i'll
get,trouble
get,going
get,sleep
get,but,
get,generally
get,bad
get,think
get,usually
get,harder
get,wake
get,morning
good,think
good,pretty
good,easy
good,mean
good,sometimes
good,i'll
good,trouble
good,going
good,sleep
good,but,
good,generally
good,bad
good,think
good,usually
good,harder
good,wake
good,morning
night's,think
night's,pretty
night's,easy
night's,mean
night's,sometimes
night's,i'll
night's,trouble
night's,going
night's,sleep
night's,but,
night's,generally
night's,bad
night's,think
night's,usually
night's,harder
night's,wake
night's,morning
sleep,think
sleep,pretty
sleep,easy
sleep,mean
sleep,sometimes
sleep,i'll
sleep,trouble
sleep,going
sleep,sleep
sleep,but,
sleep,generally
sleep,bad
sleep,think
sleep,usually
sleep,harder
sleep,wake
sleep,morning
think,like
think,sleep
think,well
pretty,like
pretty,sleep
pretty,well
easy,like
easy,sleep
easy,well
mean,like
mean,sleep
mean,well
sometimes,like
sometimes,sleep
sometimes,well
i'll,like
i'll,sleep
i'll,well
trouble,like
trouble,sleep
trouble,well
going,like
going,sleep
going,well
sleep,like
sleep,sleep
sleep,well
but,,like
but,,sleep
but,,well
generally,like
generally,sleep
generally,well
bad,like
bad,sleep
bad,well
think,like
think,sleep
think,well
usually,like
usually,sleep
usually,well
harder,like
harder,sleep
harder,well
wake,like
wake,sleep
wake,well
morning,like
morning,sleep
morning,well
like,um,
like,well
like,i'm
like,really
like,tired
like,get
like,grumpy,
like,think
like,usually
like,i'm
like,just,
like,groggy
sleep,um,
sleep,well
sleep,i'm
sleep,really
sleep,tired
sleep,get
sleep,grumpy,
sleep,think
sleep,usually
sleep,i'm
sleep,just,
sleep,groggy
well,um,
well,well
well,i'm
well,really
well,tired
well,get
well,grumpy,
well,think
well,usually
well,i'm
well,just,
well,groggy
um,,feeling
um,,lately
well,feeling
well,lately
i'm,feeling
i'm,lately
really,feeling
really,lately
tired,feeling
tired,lately
get,feeling
get,lately
grumpy,,feeling
grumpy,,lately
think,feeling
think,lately
usually,feeling
usually,lately
i'm,feeling
i'm,lately
just,,feeling
just,,lately
groggy,feeling
groggy,lately
feeling,pretty
feeling,good
feeling,i'm
feeling,little
feeling,anxious
feeling,about,
feeling,um,
feeling,getting
feeling,job
feeling,i'm
feeling,gonna
feeling,taking
feeling,summer
feeling,school
feeling,about,
feeling,one
feeling,class
feeling,i'll
feeling,lot
feeling,free
feeling,time,
feeling,um,
feeling,yeah
lately,pretty
lately,good
lately,i'm
lately,little
lately,anxious
lately,about,
lately,um,
lately,getting
lately,job
lately,i'm
lately,gonna
lately,taking
lately,summer
lately,school
lately,about,
lately,one
lately,class
lately,i'll
lately,lot
lately,free
lately,time,
lately,um,
lately,yeah
pretty,cope
good,cope
i'm,cope
little,cope
anxious,cope
about,,cope
um,,cope
getting,cope
job,cope
i'm,cope
gonna,cope
taking,cope
summer,cope
school,cope
about,,cope
one,cope
class,cope
i'll,cope
lot,cope
free,cope
time,,cope
um,,cope
yeah,cope
cope,*sigh*
cope,well,
cope,mean
cope,end
cope,world
cope,get
cope,job
cope,know
cope,eventually
cope,mostly
cope,think
cope,try
cope,think
cope,much
cope,try
cope,pessimistic
*sigh*,ever
*sigh*,diagnosed
*sigh*,ptsd
well,,ever
well,,diagnosed
well,,ptsd
mean,ever
mean,diagnosed
mean,ptsd
end,ever
end,diagnosed
end,ptsd
world,ever
world,diagnosed
world,ptsd
get,ever
get,diagnosed
get,ptsd
job,ever
job,diagnosed
job,ptsd
know,ever
know,diagnosed
know,ptsd
eventually,ever
eventually,diagnosed
eventually,ptsd
mostly,ever
mostly,diagnosed
mostly,ptsd
think,ever
think,diagnosed
think,ptsd
try,ever
try,diagnosed
try,ptsd
think,ever
think,diagnosed
think,ptsd
much,ever
much,diagnosed
much,ptsd
try,ever
try,diagnosed
try,ptsd
pessimistic,ever
pessimistic,diagnosed
pessimistic,ptsd
tell,hmm,
tell,well
tell,think
tell,last
tell,time
tell,felt
tell,really
tell,happy
tell,i,
tell,went
tell,party
tell,boyfriend
tell,end
tell,department
tell,party,
tell,um,
tell,know
tell,knew
tell,couple
tell,people
tell,felt
tell,comfortable
tell,also
tell,able
tell,meet
tell,new
tell,people,
tell,couple
tell,kid
tell,splashing
tell,around
tell,pool
tell,couple
tell,drink
tell,ate
tell,food
tell,fun
last,hmm,
last,well
last,think
last,last
last,time
last,felt
last,really
last,happy
last,i,
last,went
last,party
last,boyfriend
last,end
last,department
last,party,
last,um,
last,know
last,knew
last,couple
last,people
last,felt
last,comfortable
last,also
last,able
last,meet
last,new
last,people,
last,couple
last,kid
last,splashing
last,around
last,pool
last,couple
last,drink
last,ate
last,food
last,fun
time,hmm,
time,well
time,think
time,last
time,time
time,felt
time,really
time,happy
time,i,
time,went
time,party
time,boyfriend
time,end
time,department
time,party,
time,um,
time,know
time,knew
time,couple
time,people
time,felt
time,comfortable
time,also
time,able
time,meet
time,new
time,people,
time,couple
time,kid
time,splashing
time,around
time,pool
time,couple
time,drink
time,ate
time,food
time,fun
felt,hmm,
felt,well
felt,think
felt,last
felt,time
felt,felt
felt,really
felt,happy
felt,i,
felt,went
felt,party
felt,boyfriend
felt,end
felt,department
felt,party,
felt,um,
felt,know
felt,knew
felt,couple
felt,people
felt,felt
felt,comfortable
felt,also
felt,able
felt,meet
felt,new
felt,people,
felt,couple
felt,kid
felt,splashing
felt,around
felt,pool
felt,couple
felt,drink
felt,ate
felt,food
felt,fun
really,hmm,
really,well
really,think
really,last
really,time
really,felt
really,really
really,happy
really,i,
really,went
really,party
really,boyfriend
really,end
really,department
really,party,
really,um,
really,know
really,knew
really,couple
really,people
really,felt
really,comfortable
really,also
really,able
really,meet
really,new
really,people,
really,couple
really,kid
really,splashing
really,around
really,pool
really,couple
really,drink
really,ate
really,food
really,fun
happy,hmm,
happy,well
happy,think
happy,last
happy,time
happy,felt
happy,really
happy,happy
happy,i,
happy,went
happy,party
happy,boyfriend
happy,end
happy,department
happy,party,
happy,um,
happy,know
happy,knew
happy,couple
happy,people
happy,felt
happy,comfortable
happy,also
happy,able
happy,meet
happy,new
happy,people,
happy,couple
happy,kid
happy,splashing
happy,around
happy,pool
happy,couple
happy,drink
happy,ate
happy,food
happy,fun
hmm,,would
hmm,,best
hmm,,friend
hmm,,describe
well,would
well,best
well,friend
well,describe
think,would
think,best
think,friend
think,describe
last,would
last,best
last,friend
last,describe
time,would
time,best
time,friend
time,describe
felt,would
felt,best
felt,friend
felt,describe
really,would
really,best
really,friend
really,describe
happy,would
happy,best
happy,friend
happy,describe
i,,would
i,,best
i,,friend
i,,describe
went,would
went,best
went,friend
went,describe
party,would
party,best
party,friend
party,describe
boyfriend,would
boyfriend,best
boyfriend,friend
boyfriend,describe
end,would
end,best
end,friend
end,describe
department,would
department,best
department,friend
department,describe
party,,would
party,,best
party,,friend
party,,describe
um,,would
um,,best
um,,friend
um,,describe
know,would
know,best
know,friend
know,describe
knew,would
knew,best
knew,friend
knew,describe
couple,would
couple,best
couple,friend
couple,describe
people,would
people,best
people,friend
people,describe
felt,would
felt,best
felt,friend
felt,describe
comfortable,would
comfortable,best
comfortable,friend
comfortable,describe
also,would
also,best
also,friend
also,describe
able,would
able,best
able,friend
able,describe
meet,would
meet,best
meet,friend
meet,describe
new,would
new,best
new,friend
new,describe
people,,would
people,,best
people,,friend
people,,describe
couple,would
couple,best
couple,friend
couple,describe
kid,would
kid,best
kid,friend
kid,describe
splashing,would
splashing,best
splashing,friend
splashing,describe
around,would
around,best
around,friend
around,describe
pool,would
pool,best
pool,friend
pool,describe
couple,would
couple,best
couple,friend
couple,describe
drink,would
drink,best
drink,friend
drink,describe
ate,would
ate,best
ate,friend
ate,describe
food,would
food,best
food,friend
food,describe
fun,would
fun,best
fun,friend
fun,describe
would,um
would,would
would,probably
would,say
would,that,
would,i'm
would,smart
would,uh,
would,pretty
would,intellectual
would,love
would,read
would,watch,
would,really
would,like
would,serious
would,film
would,tv,
would,um,
would,would
would,probably
would,also
would,say
would,i'm
would,fun
would,'cause
would,like
would,go
would,fun
would,lot
best,um
best,would
best,probably
best,say
best,that,
best,i'm
best,smart
best,uh,
best,pretty
best,intellectual
best,love
best,read
best,watch,
best,really
best,like
best,serious
best,film
best,tv,
best,um,
best,would
best,probably
best,also
best,say
best,i'm
best,fun
best,'cause
best,like
best,go
best,fun
best,lot
friend,um
friend,would
friend,probably
friend,say
friend,that,
friend,i'm
friend,smart
friend,uh,
friend,pretty
friend,intellectual
friend,love
friend,read
friend,watch,
friend,really
friend,like
friend,serious
friend,film
friend,tv,
friend,um,
friend,would
friend,probably
friend,also
friend,say
friend,i'm
friend,fun
friend,'cause
friend,like
friend,go
friend,fun
friend,lot
describe,um
describe,would
describe,probably
describe,say
describe,that,
describe,i'm
describe,smart
describe,uh,
describe,pretty
describe,intellectual
describe,love
describe,read
describe,watch,
describe,really
describe,like
describe,serious
describe,film
describe,tv,
describe,um,
describe,would
describe,probably
describe,also
describe,say
describe,i'm
describe,fun
describe,'cause
describe,like
describe,go
describe,fun
describe,lot
um,thing
um,wish
um,could
um,change
would,thing
would,wish
would,could
would,change
probably,thing
probably,wish
probably,could
probably,change
say,thing
say,wish
say,could
say,change
that,,thing
that,,wish
that,,could
that,,change
i'm,thing
i'm,wish
i'm,could
i'm,change
smart,thing
smart,wish
smart,could
smart,change
uh,,thing
uh,,wish
uh,,could
uh,,change
pretty,thing
pretty,wish
pretty,could
pretty,change
intellectual,thing
intellectual,wish
intellectual,could
intellectual,change
love,thing
love,wish
love,could
love,change
read,thing
read,wish
read,could
read,change
watch,,thing
watch,,wish
watch,,could
watch,,change
really,thing
really,wish
really,could
really,change
like,thing
like,wish
like,could
like,change
serious,thing
serious,wish
serious,could
serious,change
film,thing
film,wish
film,could
film,change
tv,,thing
tv,,wish
tv,,could
tv,,change
um,,thing
um,,wish
um,,could
um,,change
would,thing
would,wish
would,could
would,change
probably,thing
probably,wish
probably,could
probably,change
also,thing
also,wish
also,could
also,change
say,thing
say,wish
say,could
say,change
i'm,thing
i'm,wish
i'm,could
i'm,change
fun,thing
fun,wish
fun,could
fun,change
'cause,thing
'cause,wish
'cause,could
'cause,change
like,thing
like,wish
like,could
like,change
go,thing
go,wish
go,could
go,change
fun,thing
fun,wish
fun,could
fun,change
lot,thing
lot,wish
lot,could
lot,change
thing,well
thing,i'm
thing,kinda
thing,really
thing,disorganized
thing,get
thing,trouble
thing,sometimes
thing,so,
thing,um
thing,that's
thing,major
thing,one
thing,procrastinating
wish,well
wish,i'm
wish,kinda
wish,really
wish,disorganized
wish,get
wish,trouble
wish,sometimes
wish,so,
wish,um
wish,that's
wish,major
wish,one
wish,procrastinating
could,well
could,i'm
could,kinda
could,really
could,disorganized
could,get
could,trouble
could,sometimes
could,so,
could,um
could,that's
could,major
could,one
could,procrastinating
change,well
change,i'm
change,kinda
change,really
change,disorganized
change,get
change,trouble
change,sometimes
change,so,
change,um
change,that's
change,major
change,one
change,procrastinating
well,tell
well,time
well,someone
well,made
well,feel
well,really
well,badly
i'm,tell
i'm,time
i'm,someone
i'm,made
i'm,feel
i'm,really
i'm,badly
kinda,tell
kinda,time
kinda,someone
kinda,made
kinda,feel
kinda,really
kinda,badly
really,tell
really,time
really,someone
really,made
really,feel
really,really
really,badly
disorganized,tell
disorganized,time
disorganized,someone
disorganized,made
disorganized,feel
disorganized,really
disorganized,badly
get,tell
get,time
get,someone
get,made
get,feel
get,really
get,badly
trouble,tell
trouble,time
trouble,someone
trouble,made
trouble,feel
trouble,really
trouble,badly
sometimes,tell
sometimes,time
sometimes,someone
sometimes,made
sometimes,feel
sometimes,really
sometimes,badly
so,,tell
so,,time
so,,someone
so,,made
so,,feel
so,,really
so,,badly
um,tell
um,time
um,someone
um,made
um,feel
um,really
um,badly
that's,tell
that's,time
that's,someone
that's,made
that's,feel
that's,really
that's,badly
major,tell
major,time
major,someone
major,made
major,feel
major,really
major,badly
one,tell
one,time
one,someone
one,made
one,feel
one,really
one,badly
procrastinating,tell
procrastinating,time
procrastinating,someone
procrastinating,made
procrastinating,feel
procrastinating,really
procrastinating,badly
tell,hmm,
tell,um
tell,got
tell,little
tell,bit
tell,trouble
tell,month
tell,back
tell,go
tell,court
tell,uh,
tell,uh
tell,given,
tell,eh,
tell,sixty
tell,hour
tell,community
tell,service
tell,course
tell,procrastinated
tell,show
tell,court
tell,get
tell,extension
tell,judge
tell,was,
tell,mean
tell,seem
tell,mean
tell,yelled
tell,seem,
tell,like
tell,gave
tell,much
tell,thought
tell,seemed
tell,like
tell,sort
tell,stock,
tell,speech
tell,gave
tell,everyone
tell,thought
tell,needed
tell,yelling
tell,understand
tell,'cause
tell,that's
tell,job,
tell,was,
tell,not,
tell,great
tell,'cause
tell,really
tell,anxious
tell,situation
time,hmm,
time,um
time,got
time,little
time,bit
time,trouble
time,month
time,back
time,go
time,court
time,uh,
time,uh
time,given,
time,eh,
time,sixty
time,hour
time,community
time,service
time,course
time,procrastinated
time,show
time,court
time,get
time,extension
time,judge
time,was,
time,mean
time,seem
time,mean
time,yelled
time,seem,
time,like
time,gave
time,much
time,thought
time,seemed
time,like
time,sort
time,stock,
time,speech
time,gave
time,everyone
time,thought
time,needed
time,yelling
time,understand
time,'cause
time,that's
time,job,
time,was,
time,not,
time,great
time,'cause
time,really
time,anxious
time,situation
someone,hmm,
someone,um
someone,got
someone,little
someone,bit
someone,trouble
someone,month
someone,back
someone,go
someone,court
someone,uh,
someone,uh
someone,given,
someone,eh,
someone,sixty
someone,hour
someone,community
someone,service
someone,course
someone,procrastinated
someone,show
someone,court
someone,get
someone,extension
someone,judge
someone,was,
someone,mean
someone,seem
someone,mean
someone,yelled
someone,seem,
someone,like
someone,gave
someone,much
someone,thought
someone,seemed
someone,like
someone,sort
someone,stock,
someone,speech
someone,gave
someone,everyone
someone,thought
someone,needed
someone,yelling
someone,understand
someone,'cause
someone,that's
someone,job,
someone,was,
someone,not,
someone,great
someone,'cause
someone,really
someone,anxious
someone,situation
made,hmm,
made,um
made,got
made,little
made,bit
made,trouble
made,month
made,back
made,go
made,court
made,uh,
made,uh
made,given,
made,eh,
made,sixty
made,hour
made,community
made,service
made,course
made,procrastinated
made,show
made,court
made,get
made,extension
made,judge
made,was,
made,mean
made,seem
made,mean
made,yelled
made,seem,
made,like
made,gave
made,much
made,thought
made,seemed
made,like
made,sort
made,stock,
made,speech
made,gave
made,everyone
made,thought
made,needed
made,yelling
made,understand
made,'cause
made,that's
made,job,
made,was,
made,not,
made,great
made,'cause
made,really
made,anxious
made,situation
feel,hmm,
feel,um
feel,got
feel,little
feel,bit
feel,trouble
feel,month
feel,back
feel,go
feel,court
feel,uh,
feel,uh
feel,given,
feel,eh,
feel,sixty
feel,hour
feel,community
feel,service
feel,course
feel,procrastinated
feel,show
feel,court
feel,get
feel,extension
feel,judge
feel,was,
feel,mean
feel,seem
feel,mean
feel,yelled
feel,seem,
feel,like
feel,gave
feel,much
feel,thought
feel,seemed
feel,like
feel,sort
feel,stock,
feel,speech
feel,gave
feel,everyone
feel,thought
feel,needed
feel,yelling
feel,understand
feel,'cause
feel,that's
feel,job,
feel,was,
feel,not,
feel,great
feel,'cause
feel,really
feel,anxious
feel,situation
really,hmm,
really,um
really,got
really,little
really,bit
really,trouble
really,month
really,back
really,go
really,court
really,uh,
really,uh
really,given,
really,eh,
really,sixty
really,hour
really,community
really,service
really,course
really,procrastinated
really,show
really,court
really,get
really,extension
really,judge
really,was,
really,mean
really,seem
really,mean
really,yelled
really,seem,
really,like
really,gave
really,much
really,thought
really,seemed
really,like
really,sort
really,stock,
really,speech
really,gave
really,everyone
really,thought
really,needed
really,yelling
really,understand
really,'cause
really,that's
really,job,
really,was,
really,not,
really,great
really,'cause
really,really
really,anxious
really,situation
badly,hmm,
badly,um
badly,got
badly,little
badly,bit
badly,trouble
badly,month
badly,back
badly,go
badly,court
badly,uh,
badly,uh
badly,given,
badly,eh,
badly,sixty
badly,hour
badly,community
badly,service
badly,course
badly,procrastinated
badly,show
badly,court
badly,get
badly,extension
badly,judge
badly,was,
badly,mean
badly,seem
badly,mean
badly,yelled
badly,seem,
badly,like
badly,gave
badly,much
badly,thought
badly,seemed
badly,like
badly,sort
badly,stock,
badly,speech
badly,gave
badly,everyone
badly,thought
badly,needed
badly,yelling
badly,understand
badly,'cause
badly,that's
badly,job,
badly,was,
badly,not,
badly,great
badly,'cause
badly,really
badly,anxious
badly,situation
hmm,,advice
hmm,,would
hmm,,give
hmm,,ten
hmm,,twenty
hmm,,year
hmm,,ago
um,advice
um,would
um,give
um,ten
um,twenty
um,year
um,ago
got,advice
got,would
got,give
got,ten
got,twenty
got,year
got,ago
little,advice
little,would
little,give
little,ten
little,twenty
little,year
little,ago
