today,good
could,there's
could,many
could,thing
could,*laughter*
could,know
could,anything
could,you,
could,would
could,say
could,uh
could,well
could,there's
could,there's
could,um,
could,recent
could,um,
could,well,
could,thing
could,going
could,pretty
could,good
could,i'm,
could,can't
could,really
could,say
could,there's
could,anything
could,yet
could,would
could,really
could,want
could,change
could,anything
could,regret
could,remember
erase,wow
erase,there's
erase,many
erase,thing
erase,*laughter*
erase,know
erase,anything
erase,you,
erase,would
erase,say
erase,uh
erase,well
erase,there's
erase,there's
erase,um,
erase,recent
erase,um,
erase,well,
erase,thing
erase,going
erase,pretty
erase,good
erase,i'm,
erase,can't
erase,really
erase,say
erase,there's
erase,anything
erase,yet
erase,would
erase,really
erase,want
erase,change
erase,anything
erase,regret
erase,remember
memory,wow
memory,there's
memory,many
memory,thing
memory,*laughter*
memory,know
memory,anything
memory,you,
memory,would
memory,say
memory,uh
memory,well
memory,there's
memory,there's
memory,um,
memory,recent
memory,um,
memory,well,
memory,thing
memory,going
memory,pretty
memory,good
memory,i'm,
memory,can't
memory,really
memory,say
memory,there's
memory,anything
memory,yet
memory,would
memory,really
memory,want
memory,change
memory,anything
memory,regret
memory,remember
wow,easy
wow,get
wow,good
wow,night's
wow,sleep
there's,easy
there's,get
there's,good
there's,night's
there's,sleep
many,easy
many,get
many,good
many,night's
many,sleep
thing,easy
thing,get
thing,good
thing,night's
thing,sleep
*laughter*,easy
*laughter*,get
*laughter*,good
*laughter*,night's
*laughter*,sleep
know,easy
know,get
know,good
know,night's
know,sleep
anything,easy
anything,get
anything,good
anything,night's
anything,sleep
you,,easy
you,,get
you,,good
you,,night's
you,,sleep
would,easy
would,get
would,good
would,night's
would,sleep
say,easy
say,get
say,good
say,night's
say,sleep
uh,easy
uh,get
uh,good
uh,night's
uh,sleep
well,easy
well,get
well,good
well,night's
well,sleep
there's,easy
there's,get
there's,good
there's,night's
there's,sleep
there's,easy
there's,get
there's,good
there's,night's
there's,sleep
um,,easy
um,,get
um,,good
um,,night's
um,,sleep
recent,easy
recent,get
recent,good
recent,night's
recent,sleep
um,,easy
um,,get
um,,good
um,,night's
um,,sleep
well,,easy
well,,get
well,,good
well,,night's
well,,sleep
thing,easy
thing,get
thing,good
thing,night's
thing,sleep
going,easy
going,get
going,good
going,night's
going,sleep
pretty,easy
pretty,get
pretty,good
pretty,night's
pretty,sleep
good,easy
good,get
good,good
good,night's
good,sleep
i'm,,easy
i'm,,get
i'm,,good
i'm,,night's
i'm,,sleep
can't,easy
can't,get
can't,good
can't,night's
can't,sleep
really,easy
really,get
really,good
really,night's
really,sleep
say,easy
say,get
say,good
say,night's
say,sleep
there's,easy
there's,get
there's,good
there's,night's
there's,sleep
anything,easy
anything,get
anything,good
anything,night's
anything,sleep
yet,easy
yet,get
yet,good
yet,night's
yet,sleep
would,easy
would,get
would,good
would,night's
would,sleep
really,easy
really,get
really,good
really,night's
really,sleep
want,easy
want,get
want,good
want,night's
want,sleep
change,easy
change,get
change,good
change,night's
change,sleep
anything,easy
anything,get
anything,good
anything,night's
anything,sleep
regret,easy
regret,get
regret,good
regret,night's
regret,sleep
remember,easy
remember,get
remember,good
remember,night's
remember,sleep
easy,pretty
easy,good,
easy,uh,
easy,uh
easy,i'd
easy,say
easy,okay
easy,uh,
easy,i'm
easy,handling
easy,sleep
easy,pretty
easy,well
get,pretty
get,good,
get,uh,
get,uh
get,i'd
get,say
get,okay
get,uh,
get,i'm
get,handling
get,sleep
get,pretty
get,well
good,pretty
good,good,
good,uh,
good,uh
good,i'd
good,say
good,okay
good,uh,
good,i'm
good,handling
good,sleep
good,pretty
good,well
night's,pretty
night's,good,
night's,uh,
night's,uh
night's,i'd
night's,say
night's,okay
night's,uh,
night's,i'm
night's,handling
night's,sleep
night's,pretty
night's,well
sleep,pretty
sleep,good,
sleep,uh,
sleep,uh
sleep,i'd
sleep,say
sleep,okay
sleep,uh,
sleep,i'm
sleep,handling
sleep,sleep
sleep,pretty
sleep,well
pretty,like
pretty,sleep
pretty,well
good,,like
good,,sleep
good,,well
uh,,like
uh,,sleep
uh,,well
uh,like
uh,sleep
uh,well
i'd,like
i'd,sleep
i'd,well
say,like
say,sleep
say,well
okay,like
okay,sleep
okay,well
uh,,like
uh,,sleep
uh,,well
i'm,like
i'm,sleep
i'm,well
handling,like
handling,sleep
handling,well
sleep,like
sleep,sleep
sleep,well
pretty,like
pretty,sleep
pretty,well
well,like
well,sleep
well,well
like,sleep
like,well
like,sometimes
like,irritable
like,um,
like,sometimes
like,okay
like,uh,
like,uh
like,would
like,say
like,if,
like,there's
like,also
like,time
like,i'm,
like,unhappy,
like,so,
like,try
like,to,
like,get
like,much
like,sleep
like,need
sleep,sleep
sleep,well
sleep,sometimes
sleep,irritable
sleep,um,
sleep,sometimes
sleep,okay
sleep,uh,
sleep,uh
sleep,would
sleep,say
sleep,if,
sleep,there's
sleep,also
sleep,time
sleep,i'm,
sleep,unhappy,
sleep,so,
sleep,try
sleep,to,
sleep,get
sleep,much
sleep,sleep
sleep,need
well,sleep
well,well
well,sometimes
well,irritable
well,um,
well,sometimes
well,okay
well,uh,
well,uh
well,would
well,say
well,if,
well,there's
well,also
well,time
well,i'm,
well,unhappy,
well,so,
well,try
well,to,
well,get
well,much
well,sleep
well,need
sleep,ever
sleep,served
sleep,military
well,ever
well,served
well,military
sometimes,ever
sometimes,served
sometimes,military
irritable,ever
irritable,served
irritable,military
um,,ever
um,,served
um,,military
sometimes,ever
sometimes,served
sometimes,military
okay,ever
okay,served
okay,military
uh,,ever
uh,,served
uh,,military
uh,ever
uh,served
uh,military
would,ever
would,served
would,military
say,ever
say,served
say,military
if,,ever
if,,served
if,,military
there's,ever
there's,served
there's,military
also,ever
also,served
also,military
time,ever
time,served
time,military
i'm,,ever
i'm,,served
i'm,,military
unhappy,,ever
unhappy,,served
unhappy,,military
so,,ever
so,,served
so,,military
try,ever
try,served
try,military
to,,ever
to,,served
to,,military
get,ever
get,served
get,military
much,ever
much,served
much,military
sleep,ever
sleep,served
sleep,military
need,ever
need,served
need,military
ever,yes
served,yes
military,yes
yes,old
yes,joined
yes,military
old,i,
old,believe
old,uh
old,nineteen,
old,uh,
old,i'm
old,glad
joined,i,
joined,believe
joined,uh
joined,nineteen,
joined,uh,
joined,i'm
joined,glad
military,i,
military,believe
military,uh
military,nineteen,
military,uh,
military,i'm
military,glad
i,,young
believe,young
uh,young
nineteen,,young
uh,,young
i'm,young
glad,young
young,yes
young,uh,
young,sort
young,uh
young,yes
yes,ever
yes,see
yes,combat
uh,,ever
uh,,see
uh,,combat
sort,ever
sort,see
sort,combat
uh,ever
uh,see
uh,combat
yes,ever
yes,see
yes,combat
serving,um
serving,well
serving,uh,
serving,guess
serving,suppose
serving,made
serving,confident
serving,person
serving,more,
serving,um,
serving,tune
serving,uh,
serving,uh
serving,country
serving,i'm
serving,living
serving,people,
serving,uh,
serving,noticeable
serving,watchful
serving,live
military,um
military,well
military,uh,
military,guess
military,suppose
military,made
military,confident
military,person
military,more,
military,um,
military,tune
military,uh,
military,uh
military,country
military,i'm
military,living
military,people,
military,uh,
military,noticeable
military,watchful
military,live
change,um
change,well
change,uh,
change,guess
change,suppose
change,made
change,confident
change,person
change,more,
change,um,
change,tune
change,uh,
change,uh
change,country
change,i'm
change,living
change,people,
change,uh,
change,noticeable
change,watchful
change,live
um,what's
um,one
um,memorable
um,experience
well,what's
well,one
well,memorable
well,experience
uh,,what's
uh,,one
uh,,memorable
uh,,experience
guess,what's
guess,one
guess,memorable
guess,experience
suppose,what's
suppose,one
suppose,memorable
suppose,experience
made,what's
made,one
made,memorable
made,experience
confident,what's
confident,one
confident,memorable
confident,experience
person,what's
person,one
person,memorable
person,experience
more,,what's
more,,one
more,,memorable
more,,experience
um,,what's
um,,one
um,,memorable
um,,experience
tune,what's
tune,one
tune,memorable
tune,experience
uh,,what's
uh,,one
uh,,memorable
uh,,experience
uh,what's
uh,one
uh,memorable
uh,experience
country,what's
country,one
country,memorable
country,experience
i'm,what's
i'm,one
i'm,memorable
i'm,experience
living,what's
living,one
living,memorable
living,experience
people,,what's
people,,one
people,,memorable
people,,experience
uh,,what's
uh,,one
uh,,memorable
uh,,experience
noticeable,what's
noticeable,one
noticeable,memorable
noticeable,experience
watchful,what's
watchful,one
watchful,memorable
watchful,experience
live,what's
live,one
live,memorable
live,experience
what's,um
what's,hanging
what's,friend
what's,uh,
what's,really
what's,nice
what's,weekend
what's,uh
what's,boat,
what's,uh
what's,skiff
what's,really
what's,small
what's,boat
what's,um,
what's,trying
what's,fish
one,um
one,hanging
one,friend
one,uh,
one,really
one,nice
one,weekend
one,uh
one,boat,
one,uh
one,skiff
one,really
one,small
one,boat
one,um,
one,trying
one,fish
memorable,um
memorable,hanging
memorable,friend
memorable,uh,
memorable,really
memorable,nice
memorable,weekend
memorable,uh
memorable,boat,
memorable,uh
memorable,skiff
memorable,really
memorable,small
memorable,boat
memorable,um,
memorable,trying
memorable,fish
experience,um
experience,hanging
experience,friend
experience,uh,
experience,really
experience,nice
experience,weekend
experience,uh
experience,boat,
experience,uh
experience,skiff
experience,really
experience,small
experience,boat
experience,um,
experience,trying
experience,fish
um,feel
um,moment
hanging,feel
hanging,moment
friend,feel
friend,moment
uh,,feel
uh,,moment
really,feel
really,moment
nice,feel
nice,moment
weekend,feel
weekend,moment
uh,feel
uh,moment
boat,,feel
boat,,moment
uh,feel
uh,moment
skiff,feel
skiff,moment
really,feel
really,moment
small,feel
small,moment
boat,feel
boat,moment
um,,feel
um,,moment
trying,feel
trying,moment
fish,feel
fish,moment
feel,felt
feel,uh
feel,free
feel,alive
feel,um
feel,happy,
feel,um
feel,uninhibited,
feel,uh
feel,strong
feel,confident
feel,uh
feel,mature
moment,felt
moment,uh
moment,free
moment,alive
moment,um
moment,happy,
moment,um
moment,uninhibited,
moment,uh
moment,strong
moment,confident
moment,uh
moment,mature
felt,military
uh,military
free,military
alive,military
um,military
happy,,military
um,military
uninhibited,,military
uh,military
strong,military
confident,military
uh,military
mature,military
military,military,
military,uh
military,military,
military,took
military,time
military,evaluate
military,my,
military,thought
military,uh,
military,future
military,um,
military,sort
military,took
military,uh
military,necessary
military,step
military,uh
military,move
military,ahead
military,,hard
uh,hard
military,,hard
took,hard
time,hard
evaluate,hard
my,,hard
thought,hard
uh,,hard
future,hard
um,,hard
sort,hard
took,hard
uh,hard
necessary,hard
step,hard
uh,hard
move,hard
ahead,hard
hard,uh
hard,sort
hard,hard
hard,is,
hard,um
uh,easy
uh,go
uh,back
uh,civilian
uh,life
sort,easy
sort,go
sort,back
sort,civilian
sort,life
hard,easy
hard,go
hard,back
hard,civilian
hard,life
is,,easy
is,,go
is,,back
is,,civilian
is,,life
um,easy
um,go
um,back
um,civilian
um,life
easy,uh
easy,easy
easy,uh,
easy,lot
easy,family
easy,uh
easy,help
easy,um
easy,community,
easy,uh,
easy,took
easy,adjusting
easy,easy
go,uh
go,easy
go,uh,
go,lot
go,family
go,uh
go,help
go,um
go,community,
go,uh,
go,took
go,adjusting
go,easy
back,uh
back,easy
back,uh,
back,lot
back,family
back,uh
back,help
back,um
back,community,
back,uh,
back,took
back,adjusting
back,easy
civilian,uh
civilian,easy
civilian,uh,
civilian,lot
civilian,family
civilian,uh
civilian,help
civilian,um
civilian,community,
civilian,uh,
civilian,took
civilian,adjusting
civilian,easy
life,uh
life,easy
life,uh,
life,lot
life,family
life,uh
life,help
life,um
life,community,
life,uh,
life,took
life,adjusting
life,easy
uh,ever
uh,diagnosed
uh,ptsd
easy,ever
easy,diagnosed
easy,ptsd
uh,,ever
uh,,diagnosed
uh,,ptsd
lot,ever
lot,diagnosed
lot,ptsd
family,ever
family,diagnosed
family,ptsd
uh,ever
uh,diagnosed
uh,ptsd
help,ever
help,diagnosed
help,ptsd
um,ever
um,diagnosed
um,ptsd
community,,ever
community,,diagnosed
community,,ptsd
uh,,ever
uh,,diagnosed
uh,,ptsd
took,ever
took,diagnosed
took,ptsd
adjusting,ever
adjusting,diagnosed
adjusting,ptsd
easy,ever
easy,diagnosed
easy,ptsd
ever,uh
diagnosed,uh
ptsd,uh
uh,diagnosed
uh,depression
tell,uh
tell,know,
tell,week
tell,um,
tell,partially
tell,today,
tell,happy's,
tell,uh
tell,happy
tell,sort
tell,often
tell,happy
tell,but,
tell,content,
tell,happy
last,uh
last,know,
last,week
last,um,
last,partially
last,today,
last,happy's,
last,uh
last,happy
last,sort
last,often
last,happy
last,but,
last,content,
last,happy
time,uh
time,know,
time,week
time,um,
time,partially
time,today,
time,happy's,
time,uh
time,happy
time,sort
time,often
time,happy
time,but,
time,content,
time,happy
felt,uh
felt,know,
felt,week
felt,um,
felt,partially
felt,today,
felt,happy's,
felt,uh
felt,happy
felt,sort
felt,often
felt,happy
felt,but,
felt,content,
felt,happy
really,uh
really,know,
really,week
really,um,
really,partially
really,today,
really,happy's,
really,uh
really,happy
really,sort
really,often
really,happy
really,but,
really,content,
really,happy
happy,uh
happy,know,
happy,week
happy,um,
happy,partially
happy,today,
happy,happy's,
happy,uh
happy,happy
happy,sort
happy,often
happy,happy
happy,but,
happy,content,
happy,happy
uh,uh
uh,huh
know,,uh
know,,huh
week,uh
week,huh
um,,uh
um,,huh
partially,uh
partially,huh
today,,uh
today,,huh
happy's,,uh
happy's,,huh
uh,uh
uh,huh
happy,uh
happy,huh
sort,uh
sort,huh
often,uh
often,huh
happy,uh
happy,huh
but,,uh
but,,huh
content,,uh
content,,huh
happy,uh
happy,huh
uh,happy,
uh,know
uh,uh
uh,usually
uh,happy,
uh,try
uh,stay,
uh,center
uh,line
huh,happy,
huh,know
huh,uh
huh,usually
huh,happy,
huh,try
huh,stay,
huh,center
huh,line
happy,,tell
happy,,spend
happy,,ideal
happy,,weekend
know,tell
know,spend
know,ideal
know,weekend
uh,tell
uh,spend
uh,ideal
uh,weekend
usually,tell
usually,spend
usually,ideal
usually,weekend
happy,,tell
happy,,spend
happy,,ideal
happy,,weekend
try,tell
try,spend
try,ideal
try,weekend
stay,,tell
stay,,spend
stay,,ideal
stay,,weekend
center,tell
center,spend
center,ideal
center,weekend
line,tell
line,spend
line,ideal
line,weekend
tell,weekend,
tell,um
tell,early,
tell,um
tell,get
tell,enjoy
tell,day
tell,um,
tell,hook
tell,friends,
tell,uh,
tell,little
tell,bit
tell,socializing,
tell,uh,
tell,maybe
tell,get
tell,form
tell,uh,
tell,view
tell,form
tell,artistic
tell,expression
spend,weekend,
spend,um
spend,early,
spend,um
spend,get
spend,enjoy
spend,day
spend,um,
spend,hook
spend,friends,
spend,uh,
spend,little
spend,bit
spend,socializing,
spend,uh,
spend,maybe
spend,get
spend,form
spend,uh,
spend,view
spend,form
spend,artistic
spend,expression
ideal,weekend,
ideal,um
ideal,early,
ideal,um
ideal,get
ideal,enjoy
ideal,day
ideal,um,
ideal,hook
ideal,friends,
ideal,uh,
ideal,little
ideal,bit
ideal,socializing,
ideal,uh,
ideal,maybe
ideal,get
ideal,form
ideal,uh,
ideal,view
ideal,form
ideal,artistic
ideal,expression
weekend,weekend,
weekend,um
weekend,early,
weekend,um
weekend,get
weekend,enjoy
weekend,day
weekend,um,
weekend,hook
weekend,friends,
weekend,uh,
weekend,little
weekend,bit
weekend,socializing,
weekend,uh,
weekend,maybe
weekend,get
weekend,form
weekend,uh,
weekend,view
weekend,form
weekend,artistic
weekend,expression
weekend,,like
um,like
early,,like
um,like
get,like
enjoy,like
day,like
um,,like
hook,like
friends,,like
uh,,like
little,like
bit,like
socializing,,like
uh,,like
maybe,like
get,like
form,like
uh,,like
view,like
form,like
artistic,like
expression,like
like,there's
like,maybe
like,like
like,museum
like,uh
like,stare
like,art
like,or,
like,uh
like,maybe
like,something
like,local
like,community,
like,maybe
like,street
like,art,
like,uh,
like,perhaps
like,something
like,music
like,or,
like,uh,
like,something
like,something
like,nature
there's,thing
there's,wish
there's,could
there's,change
maybe,thing
maybe,wish
maybe,could
maybe,change
like,thing
like,wish
like,could
like,change
museum,thing
museum,wish
museum,could
museum,change
uh,thing
uh,wish
uh,could
uh,change
stare,thing
stare,wish
stare,could
stare,change
art,thing
art,wish
art,could
art,change
or,,thing
or,,wish
or,,could
or,,change
uh,thing
uh,wish
uh,could
uh,change
maybe,thing
maybe,wish
maybe,could
maybe,change
something,thing
something,wish
something,could
something,change
local,thing
local,wish
local,could
local,change
community,,thing
community,,wish
community,,could
community,,change
maybe,thing
maybe,wish
maybe,could
maybe,change
street,thing
street,wish
street,could
street,change
art,,thing
art,,wish
art,,could
art,,change
uh,,thing
uh,,wish
uh,,could
uh,,change
perhaps,thing
perhaps,wish
perhaps,could
perhaps,change
something,thing
something,wish
something,could
something,change
music,thing
music,wish
music,could
music,change
or,,thing
or,,wish
or,,could
or,,change
uh,,thing
uh,,wish
uh,,could
uh,,change
something,thing
something,wish
something,could
something,change
something,thing
something,wish
something,could
something,change
nature,thing
nature,wish
nature,could
nature,change
thing,wish
thing,perhaps
thing,uh
thing,thing
thing,could
thing,change
thing,um,
thing,make,
thing,decisive
thing,decisions,
thing,uh
thing,something
thing,else
thing,um,
thing,i,
thing,ability
thing,knack
thing,for,
thing,uh
thing,meeting
thing,people
thing,suppose
wish,wish
wish,perhaps
wish,uh
wish,thing
wish,could
wish,change
wish,um,
wish,make,
wish,decisive
wish,decisions,
wish,uh
wish,something
wish,else
wish,um,
wish,i,
wish,ability
wish,knack
wish,for,
wish,uh
wish,meeting
wish,people
wish,suppose
could,wish
could,perhaps
could,uh
could,thing
could,could
could,change
could,um,
could,make,
could,decisive
could,decisions,
could,uh
could,something
could,else
could,um,
could,i,
could,ability
could,knack
could,for,
could,uh
could,meeting
could,people
could,suppose
change,wish
change,perhaps
change,uh
change,thing
change,could
change,change
change,um,
change,make,
change,decisive
change,decisions,
change,uh
change,something
change,else
change,um,
change,i,
change,ability
change,knack
change,for,
change,uh
change,meeting
change,people
change,suppose
wish,would
wish,best
wish,friend
wish,describe
perhaps,would
perhaps,best
perhaps,friend
perhaps,describe
uh,would
uh,best
uh,friend
uh,describe
thing,would
thing,best
thing,friend
thing,describe
could,would
could,best
could,friend
could,describe
change,would
change,best
change,friend
change,describe
um,,would
um,,best
um,,friend
um,,describe
make,,would
make,,best
make,,friend
make,,describe
decisive,would
decisive,best
decisive,friend
decisive,describe
decisions,,would
decisions,,best
decisions,,friend
decisions,,describe
uh,would
uh,best
uh,friend
uh,describe
something,would
something,best
something,friend
something,describe
else,would
else,best
else,friend
else,describe
um,,would
um,,best
um,,friend
um,,describe
i,,would
i,,best
i,,friend
i,,describe
ability,would
ability,best
ability,friend
ability,describe
knack,would
knack,best
knack,friend
knack,describe
for,,would
for,,best
for,,friend
for,,describe
uh,would
uh,best
uh,friend
uh,describe
meeting,would
meeting,best
meeting,friend
meeting,describe
people,would
people,best
people,friend
people,describe
suppose,would
suppose,best
suppose,friend
suppose,describe
would,best
would,friend
would,describe
would,know
would,um,
would,nice
would,friendly,
would,uh,
would,trustworthy
would,sociable
best,best
best,friend
best,describe
best,know
best,um,
best,nice
best,friendly,
best,uh,
best,trustworthy
best,sociable
friend,best
friend,friend
friend,describe
friend,know
friend,um,
friend,nice
friend,friendly,
friend,uh,
friend,trustworthy
friend,sociable
describe,best
describe,friend
describe,describe
describe,know
describe,um,
describe,nice
describe,friendly,
describe,uh,
describe,trustworthy
describe,sociable
best,advice
best,would
best,give
best,ten
best,twenty
best,year
best,ago
friend,advice
friend,would
friend,give
friend,ten
friend,twenty
friend,year
friend,ago
describe,advice
describe,would
describe,give
describe,ten
describe,twenty
describe,year
describe,ago
know,advice
know,would
know,give
know,ten
know,twenty
know,year
know,ago
um,,advice
um,,would
um,,give
um,,ten
um,,twenty
um,,year
um,,ago
nice,advice
nice,would
nice,give
nice,ten
nice,twenty
nice,year
nice,ago
friendly,,advice
friendly,,would
friendly,,give
friendly,,ten
friendly,,twenty
friendly,,year
friendly,,ago
uh,,advice
uh,,would
uh,,give
uh,,ten
uh,,twenty
uh,,year
uh,,ago
trustworthy,advice
trustworthy,would
trustworthy,give
trustworthy,ten
trustworthy,twenty
trustworthy,year
trustworthy,ago
sociable,advice
sociable,would
sociable,give
sociable,ten
sociable,twenty
sociable,year
sociable,ago
advice,uh,
advice,advice
advice,i'd
advice,give
advice,*laughter*
advice,today
would,uh,
would,advice
would,i'd
would,give
would,*laughter*
would,today
give,uh,
give,advice
give,i'd
give,give
give,*laughter*
give,today
ten,uh,
ten,advice
ten,i'd
ten,give
ten,*laughter*
ten,today
twenty,uh,
twenty,advice
twenty,i'd
twenty,give
twenty,*laughter*
twenty,today
year,uh,
year,advice
year,i'd
year,give
year,*laughter*
year,today
ago,uh,
ago,advice
ago,i'd
ago,give
ago,*laughter*
ago,today
uh,,tell
uh,,something
uh,,recently
uh,,really
uh,,enjoyed
advice,tell
advice,something
advice,recently
advice,really
advice,enjoyed
i'd,tell
i'd,something
i'd,recently
i'd,really
i'd,enjoyed
give,tell
give,something
give,recently
give,really
give,enjoyed
*laughter*,tell
*laughter*,something
*laughter*,recently
*laughter*,really
*laughter*,enjoyed
today,tell
today,something
today,recently
today,really
today,enjoyed
tell,something
tell,wow,
tell,uh,
tell,really
tell,enjoy
tell,spending
tell,time
tell,girlfriend
tell,two
tell,children,
tell,yesterday,
tell,i'm
tell,glad
tell,good
tell,time
tell,everybody
something,something
something,wow,
something,uh,
something,really
something,enjoy
something,spending
something,time
something,girlfriend
something,two
something,children,
something,yesterday,
something,i'm
something,glad
something,good
something,time
something,everybody
recently,something
recently,wow,
recently,uh,
recently,really
recently,enjoy
recently,spending
recently,time
recently,girlfriend
recently,two
recently,children,
recently,yesterday,
recently,i'm
recently,glad
recently,good
recently,time
recently,everybody
really,something
really,wow,
really,uh,
really,really
really,enjoy
really,spending
really,time
really,girlfriend
really,two
really,children,
really,yesterday,
really,i'm
really,glad
really,good
really,time
really,everybody
enjoyed,something
enjoyed,wow,
enjoyed,uh,
enjoyed,really
enjoyed,enjoy
enjoyed,spending
enjoyed,time
enjoyed,girlfriend
enjoyed,two
enjoyed,children,
enjoyed,yesterday,
enjoyed,i'm
enjoyed,glad
enjoyed,good
enjoyed,time
enjoyed,everybody
something,proud
something,life
wow,,proud
wow,,life
uh,,proud
uh,,life
really,proud
really,life
enjoy,proud
enjoy,life
spending,proud
spending,life
time,proud
time,life
girlfriend,proud
girlfriend,life
two,proud
two,life
children,,proud
children,,life
yesterday,,proud
yesterday,,life
i'm,proud
i'm,life
glad,proud
glad,life
good,proud
good,life
time,proud
time,life
everybody,proud
everybody,life
proud,uh
proud,i'm
proud,proud
proud,went
proud,military
proud,um,
proud,i'm
proud,glad
proud,good
proud,experience
life,uh
life,i'm
life,proud
life,went
life,military
life,um,
life,i'm
life,glad
life,good
life,experience
uh,uh
uh,i'm
uh,proud
uh,went
uh,military
uh,um,
uh,i'm
uh,glad
uh,good
uh,experience
i'm,uh
i'm,i'm
i'm,proud
i'm,went
i'm,military
i'm,um,
i'm,i'm
i'm,glad
i'm,good
i'm,experience
proud,uh
proud,i'm
proud,proud
proud,went
proud,military
proud,um,
proud,i'm
proud,glad
proud,good
proud,experience
went,uh
went,i'm
went,proud
went,went
went,military
went,um,
went,i'm
went,glad
went,good
went,experience
military,uh
military,i'm
military,proud
military,went
military,military
military,um,
military,i'm
military,glad
military,good
military,experience
um,,uh
um,,i'm
um,,proud
um,,went
um,,military
um,,um,
um,,i'm
um,,glad
um,,good
um,,experience
i'm,uh
i'm,i'm
i'm,proud
i'm,went
i'm,military
i'm,um,
i'm,i'm
i'm,glad
i'm,good
i'm,experience
glad,uh
glad,i'm
glad,proud
glad,went
glad,military
glad,um,
glad,i'm
glad,glad
glad,good
glad,experience
good,uh
good,i'm
good,proud
good,went
good,military
good,um,
good,i'm
good,glad
good,good
good,experience
experience,uh
experience,i'm
experience,proud
experience,went
experience,military
experience,um,
experience,i'm
experience,glad
experience,good
experience,experience
